gameid,datacompleteness,url,league,year,split,playoffs,date,game,patch,participantid,side,position,playername,playerid,teamname,teamid,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,firstdragon,dragons,opp_dragons,elementaldrakes,opp_elementaldrakes,infernals,mountains,clouds,oceans,chemtechs,hextechs,dragons (type unknown),elders,opp_elders,firstherald,heralds,opp_heralds,firstbaron,barons,opp_barons,firsttower,towers,opp_towers,firstmidtower,firsttothreetowers,turretplates,opp_turretplates,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,gspd,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15,opp_deathsat15
ESPORTSTMNT01_2782880,complete,,CBLOLA,2022,Split 1,0,09/03/2022 22:03,1,1204,3,Blue,mid,LLKO,oe:player:61bcc2497237b8f4cbd18ca8ea39e2f,RED Academy,oe:team:391e50581a00cea9f06b2d845b4de05,Ryze,Renekton,Caitlyn,Karma,Lulu,Rakan,3088,0,4,6,9,21,31,0,0,0,0,1,0,1,0,4080,10104,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,14088,2737306,153079,7361464,8072604,30,5829,12,2332,13,71,13795,18124,11549,2243977,216846,16475,,376,351,25,,,73057,3394,4102,70,3139,3689,65,255,413,5,1,3,0,1,2,1,5028,6558,118,5030,6424,119,-2,134,-1,1,3,0,1,2,1
ESPORTSTMNT01_2782880,complete,,CBLOLA,2022,Split 1,0,09/03/2022 22:03,1,1204,4,Blue,bot,sorahed,oe:player:4a54dfa0d4972f29a4e1fd19e8cc202,RED Academy,oe:team:391e50581a00cea9f06b2d845b4de05,Ezreal,Renekton,Caitlyn,Karma,Lulu,Rakan,3088,0,7,4,7,21,31,1,0,0,0,0,0,0,0,4080,10104,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,1,35553,6907966,386315,4704404,2369883,20,3886,13,2526,7,56,10881,21787,15212,2955699,285624,21675,,466,419,47,,,90544,3894,3445,87,2916,2220,55,978,1225,32,1,2,0,1,2,2,5428,5497,133,4471,3834,97,957,1663,36,1,2,0,1,2,2
ESPORTSTMNT01_2782880,complete,,CBLOLA,2022,Split 1,0,09/03/2022 22:03,1,1204,5,Blue,sup,Telas,oe:player:a5a630a5d4f0d3151f3c98d2d98834b,RED Academy,oe:team:391e50581a00cea9f06b2d845b4de05,Rell,Renekton,Caitlyn,Karma,Lulu,Rakan,3088,0,1,6,16,21,31,0,0,0,0,0,0,0,0,4080,10104,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,4943,960427,537102,5776554,6728238,78,15155,19,3692,20,155,30117,10515,3940,765544,739767,10075,,49,45,4,,,9521,2321,2503,15,2438,2035,1,-117,468,14,0,4,0,1,2,1,3328,3719,28,3250,3517,2,78,202,26,0,4,0,1,2,1
ESPORTSTMNT01_2782880,complete,,CBLOLA,2022,Split 1,0,09/03/2022 22:03,1,1204,6,Red,top,Reversed,oe:player:030aa94015bd11d183b897ddb541e4e,Netshoes Miners Academy,oe:team:2858f1ddd417c4a1e20a1a600126c67,Akali,Zeri,Jinx,Hecarim,Nautilus,Leona,3088,1,7,5,13,31,21,1,1,0,0,0,0,0,0,6023,10104,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,38121,7406930,268774,8156347,6724158,20,3886,12,2332,14,60,11658,19144,12569,2442163,209525,19550,,325,324,1,,,63148,2943,4392,71,3624,4889,85,-681,-497,-14,0,2,0,1,0,1,4388,6538,113,5574,7622,137,-1186,-1084,-24,0,2,0,1,0,1
ESPORTSTMNT01_2782880,complete,,CBLOLA,2022,Split 1,0,09/03/2022 22:03,1,1204,7,Red,jng,Hugato,oe:player:7dd9d0c5a2fc15cda7d7ff65ca05e2f,Netshoes Miners Academy,oe:team:2858f1ddd417c4a1e20a1a600126c67,Lee Sin,Zeri,Jinx,Hecarim,Nautilus,Leona,3088,1,6,4,16,31,21,1,1,0,0,0,0,0,1,6023,10104,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,0,0,15849,3079469,111744,6512176,10052137,28,5440,26,5052,12,83,16127,17343,10768,2092228,179502,17210,,238,55,183,,,46244,3129,3156,61,3577,2707,53,-448,449,8,0,2,1,2,3,2,4749,5035,97,5299,5422,98,-550,-387,-1,0,2,1,2,3,2
ESPORTSTMNT01_2782880,complete,,CBLOLA,2022,Split 1,0,09/03/2022 22:03,1,1204,8,Red,mid,Piloto,oe:player:ceb0ad6412d4d358277ac71762b071f,Netshoes Miners Academy,oe:team:2858f1ddd417c4a1e20a1a600126c67,Orianna,Zeri,Jinx,Hecarim,Nautilus,Leona,3088,1,3,5,18,31,21,0,0,0,0,0,0,0,0,6023,10104,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,30454,5917228,214717,3815868,3448251,25,4858,8,1554,11,69,13407,19913,13338,2591580,222345,19125,,425,375,50,,,82578,3139,3689,65,3394,4102,70,-255,-413,-5,1,2,1,1,3,0,5030,6424,119,5028,6558,118,2,-134,1,1,2,1,1,3,0
ESPORTSTMNT01_2782880,complete,,CBLOLA,2022,Split 1,0,09/03/2022 22:03,1,1204,9,Red,bot,Drop,oe:player:e740788e7e937ae3feee9222fae4415,Netshoes Miners Academy,oe:team:2858f1ddd417c4a1e20a1a600126c67,Aphelios,Zeri,Jinx,Hecarim,Nautilus,Leona,3088,1,11,5,10,31,21,1,1,1,0,0,0,0,0,6023,10104,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,1,0,40813,7929987,287754,3981023,6748251,26,5052,23,4469,8,97,18847,23553,16978,3298834,283024,19850,,446,388,58,,,86658,2916,2220,55,3894,3445,87,-978,-1225,-32,1,2,2,1,2,0,4471,3834,97,5428,5497,133,-957,-1663,-36,1,2,2,1,2,0
ESPORTSTMNT01_2782880,complete,,CBLOLA,2022,Split 1,0,09/03/2022 22:03,1,1204,10,Red,sup,Griba,oe:player:031cdb3ed738ad5aa478cbf13baecae,Netshoes Miners Academy,oe:team:2858f1ddd417c4a1e20a1a600126c67,Yuumi,Zeri,Jinx,Hecarim,Nautilus,Leona,3088,1,4,2,23,31,21,0,0,0,0,0,0,0,0,6023,10104,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,16596,3224611,117011,1165803,901943,82,15933,6,1166,29,126,24482,12910,6335,1230894,105604,11500,,11,9,2,,,2137,2438,2035,1,2321,2503,15,117,-468,-14,1,2,1,0,4,0,3250,3517,2,3328,3719,28,-78,-202,-26,1,2,1,0,4,0
ESPORTSTMNT01_2782880,complete,,CBLOLA,2022,Split 1,0,09/03/2022 22:03,1,1204,100,Blue,team,,,RED Academy,oe:team:391e50581a00cea9f06b2d845b4de05,,Renekton,Caitlyn,Karma,Lulu,Rakan,3088,0,21,31,46,21,31,1,0,0,0,1,,,,4080,10104,1,3,4,3,4,1,1,0,1,0,0,,0,0,0,1,1,0,0,2,1,7,8,1,1,6,2,0,1,92031,17881671,,36637889,35999223,166,32254,76,14767,59,427,82966,86134,53258,10348057,,81545,-67425,,1240,338,,,306606,16810,17646,310,14565,15492,253,2245,2154,57,5,12,3,3,10,5,24657,28818,514,21888,25348,428,2769,3470,86,5,12,3,3,10,5
ESPORTSTMNT01_2782880,complete,,CBLOLA,2022,Split 1,0,09/03/2022 22:03,1,1204,200,Red,team,,,Netshoes Miners Academy,oe:team:2858f1ddd417c4a1e20a1a600126c67,,Zeri,Jinx,Hecarim,Nautilus,Leona,3088,1,31,21,80,31,21,3,3,1,0,0,,,,6023,10104,0,4,3,4,3,4,0,0,0,0,0,,0,0,1,1,1,1,2,0,0,8,7,0,0,2,6,1,0,141833,27558225,,23631218,27874741,181,35168,75,14573,74,435,84521,92863,59987,11655505,,87235,67425,,1151,294,,,280764,14565,15492,253,16810,17646,310,-2245,-2154,-57,3,10,5,5,12,3,21888,25348,428,24657,28818,514,-2769,-3470,-86,3,10,5,5,12,3
ESPORTSTMNT01_2782900,complete,,CBLOLA,2022,Split 1,0,09/03/2022 23:16,1,1204,1,Blue,top,SkB,oe:player:a501d44927b4525d173def3fef6f91b,Liberty Academy,oe:team:0de5bc0ac90e504b773c2d2d09edc81,Gwen,Lee Sin,Hecarim,Caitlyn,Volibear,Jarvan IV,1954,1,5,0,9,16,10,0,0,0,0,0,0,0,0,4913,7984,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,18689,5738690,343232,6335926,5224360,10,3071,4,1228,6,34,10440,14221,9959,3058035,260289,13200,,263,243,20,,,80757,3175,4440,74,3064,4511,75,111,-71,-1,1,0,0,0,0,0,5254,7200,126,5149,7392,130,105,-192,-4,2,1,0,1,0,1
ESPORTSTMNT01_2782900,complete,,CBLOLA,2022,Split 1,0,09/03/2022 23:16,1,1204,2,Blue,jng,Drake,oe:player:4cbb67f0d853e2e0de2e3e124ae703d,Liberty Academy,oe:team:0de5bc0ac90e504b773c2d2d09edc81,Xin Zhao,Lee Sin,Hecarim,Caitlyn,Volibear,Jarvan IV,1954,1,3,2,7,16,10,0,0,0,0,0,0,0,0,4913,7984,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,0,0,7047,2163869,129421,7815046,5746366,12,3685,17,5220,12,49,15046,10488,6226,1911771,162726,9850,,166,30,136,,,50972,3076,3145,66,3251,3094,54,-175,51,12,0,0,0,1,2,1,4663,4488,86,5166,5680,90,-503,-1192,-4,1,0,1,2,4,1
ESPORTSTMNT01_2782900,complete,,CBLOLA,2022,Split 1,0,09/03/2022 23:16,1,1204,3,Blue,mid,Thunder,oe:player:e2953b002ed0a411f013f9b40dd1e52,Liberty Academy,oe:team:0de5bc0ac90e504b773c2d2d09edc81,Ahri,Lee Sin,Hecarim,Caitlyn,Volibear,Jarvan IV,1954,1,4,3,8,16,10,0,0,0,0,0,0,0,1,4913,7984,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,14165,4349539,260147,4844524,2587308,38,11668,14,4299,11,77,23644,13402,9140,2806551,238884,11875,,289,273,16,,,88741,3100,4579,82,3469,4160,90,-369,419,-8,0,0,1,0,1,0,5104,7613,137,5586,7083,146,-482,530,-9,0,1,1,0,3,0
ESPORTSTMNT01_2782900,complete,,CBLOLA,2022,Split 1,0,09/03/2022 23:16,1,1204,4,Blue,bot,RAV3N,oe:player:1aff5982e2cde2a8081e10408912f52,Liberty Academy,oe:team:0de5bc0ac90e504b773c2d2d09edc81,Zeri,Lee Sin,Hecarim,Caitlyn,Volibear,Jarvan IV,1954,1,2,3,11,16,10,0,0,0,0,0,0,0,0,4913,7984,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,1,0,11930,3663255,2191,3079836,2999693,15,4606,7,2149,5,40,12282,12942,8680,2665302,226862,11958,,266,254,12,,,81679,3430,3307,79,4064,3314,84,-634,-7,-5,0,2,1,1,1,0,5352,5159,126,6324,5729,130,-972,-570,-4,0,3,2,2,3,0
ESPORTSTMNT01_2782900,complete,,CBLOLA,2022,Split 1,0,09/03/2022 23:16,1,1204,5,Blue,sup,Cavalo,oe:player:343b2b8ed97512673e3e1ef2705b0de,Liberty Academy,oe:team:0de5bc0ac90e504b773c2d2d09edc81,Leona,Lee Sin,Hecarim,Caitlyn,Volibear,Jarvan IV,1954,1,2,2,12,16,10,0,0,0,0,0,0,0,0,4913,7984,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,2619,804197,480992,3309212,3706551,57,17503,16,4913,22,103,31627,8518,4256,1306858,111239,7500,,46,46,0,,,14125,2519,2173,18,2510,2463,15,9,-290,3,1,1,1,1,1,1,3671,3667,25,3535,3744,26,136,-77,-1,1,3,2,1,3,2
ESPORTSTMNT01_2782900,complete,,CBLOLA,2022,Split 1,0,09/03/2022 23:16,1,1204,6,Red,top,Bankai,oe:player:fc75458e3c405bf010b67a1ac4a4cb7,KaBuM! Academy,oe:team:5fa7169f2a9ba7a17a9ce3afd59643d,Akali,Twisted Fate,Renekton,Jayce,Braum,Kennen,1954,0,3,2,0,10,16,0,0,0,0,0,0,0,0,3071,7984,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,8114,2491505,159961,6263767,2919857,9,2764,6,1842,6,27,8291,12479,8217,2523132,25386,12050,,269,269,0,,,82600,3064,4511,75,3175,4440,74,-111,71,1,0,0,0,1,0,0,5149,7392,130,5254,7200,126,-105,192,4,1,0,1,2,1,0
ESPORTSTMNT01_2782900,complete,,CBLOLA,2022,Split 1,0,09/03/2022 23:16,1,1204,7,Red,jng,scary,oe:player:bed0632c8562e530eb30d6078086020,KaBuM! Academy,oe:team:5fa7169f2a9ba7a17a9ce3afd59643d,Poppy,Twisted Fate,Renekton,Jayce,Braum,Kennen,1954,0,2,4,7,10,16,0,0,0,0,1,1,0,0,3071,7984,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,0,0,5042,1548209,993987,6010440,8707984,10,3071,13,3992,10,34,10440,9827,5565,1708802,17193,10500,,182,43,139,,,55885,3251,3094,54,3076,3145,66,175,-51,-12,1,2,1,0,0,0,5166,5680,90,4663,4488,86,503,1192,4,2,4,1,1,0,1
ESPORTSTMNT01_2782900,complete,,CBLOLA,2022,Split 1,0,09/03/2022 23:16,1,1204,8,Red,mid,Dioge,oe:player:3d3877877b668d8894fddbec1b9840b,KaBuM! Academy,oe:team:5fa7169f2a9ba7a17a9ce3afd59643d,Ryze,Twisted Fate,Renekton,Jayce,Braum,Kennen,1954,0,0,2,4,10,16,0,0,0,0,1,0,1,0,3071,7984,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,8843,2715353,174332,4957523,3608598,17,5220,6,1842,9,33,10133,10931,6669,2047799,206037,10825,,280,263,17,,,85977,3469,4160,90,3100,4579,82,369,-419,8,0,1,0,0,0,1,5586,7083,146,5104,7613,137,482,-530,9,0,3,0,0,1,1
ESPORTSTMNT01_2782900,complete,,CBLOLA,2022,Split 1,0,09/03/2022 23:16,1,1204,9,Red,bot,ST3PZ,oe:player:052ad9427bad4cf3f5b46c0cc5552bf,KaBuM! Academy,oe:team:5fa7169f2a9ba7a17a9ce3afd59643d,Jinx,Twisted Fate,Renekton,Jayce,Braum,Kennen,1954,0,3,2,5,10,16,0,0,0,0,0,0,0,0,3071,7984,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,1,24243,7444115,47793,3626714,1354759,12,3685,8,2456,7,30,9212,13137,8875,2725179,274188,12525,,298,271,27,,,91505,4064,3314,84,3430,3307,79,634,7,5,1,1,0,0,2,1,6324,5729,130,5352,5159,126,972,570,4,2,3,0,0,3,2
ESPORTSTMNT01_2782900,complete,,CBLOLA,2022,Split 1,0,09/03/2022 23:16,1,1204,10,Red,sup,Guigs,oe:player:c7c0cc0b057c316e22af5c5da55c0c8,KaBuM! Academy,oe:team:5fa7169f2a9ba7a17a9ce3afd59643d,Nautilus,Twisted Fate,Renekton,Jayce,Braum,Kennen,1954,0,2,6,4,10,16,0,0,0,0,0,0,0,0,3071,7984,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,4483,1376561,883785,3916274,4446571,57,17503,13,3992,20,86,26407,7304,3042,934084,939856,7075,,43,43,0,,,13204,2510,2463,15,2519,2173,18,-9,290,-3,1,1,1,1,1,1,3535,3744,26,3671,3667,25,-136,77,1,1,3,2,1,3,2
ESPORTSTMNT01_2782900,complete,,CBLOLA,2022,Split 1,0,09/03/2022 23:16,1,1204,100,Blue,team,,,Liberty Academy,oe:team:0de5bc0ac90e504b773c2d2d09edc81,,Lee Sin,Hecarim,Caitlyn,Volibear,Jarvan IV,1954,1,16,10,47,16,10,0,0,0,0,0,,,,4913,7984,0,2,2,2,2,0,2,0,0,0,0,,0,0,1,2,0,1,1,0,0,8,3,1,1,5,5,1,0,54450,16719550,,25384545,20264278,132,40532,58,17810,56,303,93040,59571,38262,11748823,,54383,2623,,846,184,,,316274,15300,17644,319,16358,17542,318,-1058,102,1,2,3,3,3,5,2,24044,28127,500,25760,29628,522,-1716,-1501,-22,4,8,6,6,13,4
ESPORTSTMNT01_2782900,complete,,CBLOLA,2022,Split 1,0,09/03/2022 23:16,1,1204,200,Red,team,,,KaBuM! Academy,oe:team:5fa7169f2a9ba7a17a9ce3afd59643d,,Twisted Fate,Renekton,Jayce,Braum,Kennen,1954,0,10,16,20,10,16,0,0,0,0,1,,,,3071,7984,1,2,2,2,2,0,0,1,0,0,1,,0,0,0,0,2,0,0,1,1,3,8,0,0,5,5,0,1,50725,15575742,,24774719,21037769,105,32242,46,14125,52,210,64483,53678,32369,9939304,,52975,-2623,,889,183,,,329171,16358,17542,318,15300,17644,319,1058,-102,-1,3,5,2,2,3,3,25760,29628,522,24044,28127,500,1716,1501,22,6,13,4,4,8,6
ESPORTSTMNT01_2782918,complete,,CBLOLA,2022,Split 1,0,10/03/2022 00:08,1,1204,1,Blue,bot,Devo,oe:player:3036c9dc351263c9b94722c7764305d,Rensga Academy,oe:team:7b914afab59e61931e6d546c93acd0f,Jinx,Pyke,Diana,Karma,Tahm Kench,Thresh,2038,0,0,2,4,10,23,0,0,0,0,0,0,0,0,2944,9715,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,1,1,9042,2662022,140104,4079588,2076742,17,5005,12,3533,6,41,12071,12334,7901,2326104,221484,11600,,274,238,36,,,80667,2907,2946,72,3501,3922,80,-594,-976,-8,0,1,0,0,0,0,4465,4876,115,5821,6788,137,-1356,-1912,-22,0,1,0,0,1,0
ESPORTSTMNT01_2782918,complete,,CBLOLA,2022,Split 1,0,10/03/2022 00:08,1,1204,2,Blue,jng,Mousty,oe:player:df71d02acccb4913bc5b374d4551079,Rensga Academy,oe:team:7b914afab59e61931e6d546c93acd0f,Rek'Sai,Pyke,Diana,Karma,Tahm Kench,Thresh,2038,0,4,9,2,10,23,0,0,0,0,0,0,0,0,2944,9715,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,0,0,8811,2594014,136524,8268400,4513837,14,4122,10,2944,12,40,11776,10955,6522,1920118,182827,9950,,159,13,146,,,46811,3038,3242,58,3114,2739,60,-76,503,-2,0,1,1,1,0,1,4514,5474,91,4760,5389,103,-246,85,-12,0,1,2,1,2,1
ESPORTSTMNT01_2782918,complete,,CBLOLA,2022,Split 1,0,10/03/2022 00:08,1,1204,3,Blue,top,LRK,oe:player:435d071c89c1492b541941b4bf32c79,Rensga Academy,oe:team:7b914afab59e61931e6d546c93acd0f,Graves,Pyke,Diana,Karma,Tahm Kench,Thresh,2038,0,3,3,5,10,23,0,0,0,0,0,0,0,0,2944,9715,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,2,0,31723,9339450,49154,8747399,9205790,12,3533,5,1472,2,32,9421,15784,11351,3341806,318198,15950,,277,264,13,,,81551,2776,4055,62,3057,4446,77,-281,-391,-15,0,1,0,0,0,0,4826,6929,113,4938,7279,130,-112,-350,-17,0,1,0,0,0,0
ESPORTSTMNT01_2782918,complete,,CBLOLA,2022,Split 1,0,10/03/2022 00:08,1,1204,4,Blue,mid,Harumi,oe:player:67c9149ecad4f76c0d9a2e580366a39,Rensga Academy,oe:team:7b914afab59e61931e6d546c93acd0f,Ahri,Pyke,Diana,Karma,Tahm Kench,Thresh,2038,0,1,3,4,10,23,0,0,0,0,0,0,0,1,2944,9715,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,9494,2795093,147107,4689009,1916585,19,5594,4,1178,11,30,8832,10199,5766,1697547,161634,9875,,186,186,0,,,54760,2896,3859,56,3594,4966,83,-698,-1107,-27,1,1,1,1,0,0,4474,6439,100,5859,7620,130,-1385,-1181,-30,1,1,1,3,0,0
ESPORTSTMNT01_2782918,complete,,CBLOLA,2022,Split 1,0,10/03/2022 00:08,1,1204,5,Blue,sup,Redentor,oe:player:909a5acd730d7c81da81216a6779cc5,Rensga Academy,oe:team:7b914afab59e61931e6d546c93acd0f,Alistar,Pyke,Diana,Karma,Tahm Kench,Thresh,2038,0,2,6,5,10,23,0,0,0,0,0,0,0,0,2944,9715,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,5468,1609814,847253,5075564,6930324,56,16487,12,3533,16,96,28263,8566,4133,1216781,115857,8150,,32,32,0,,,9421,2394,2170,14,1971,1780,3,423,390,11,1,1,0,0,0,1,3275,2814,22,2933,2602,5,342,212,17,1,1,1,0,2,1
ESPORTSTMNT01_2782918,complete,,CBLOLA,2022,Split 1,0,10/03/2022 00:08,1,1204,6,Red,top,Zemnas,oe:player:9390b1bbbe5307a8b4fad66d0fac7a6,FURIA Academy,oe:team:d135f5fc6f1ec50cda24bc7e5910f62,Fiora,Zeri,Gwen,Ezreal,Nautilus,Leona,2038,1,3,1,4,23,10,1,0,0,0,0,0,0,0,6771,9715,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,2,20556,6051816,251714,8522473,9085378,15,4416,7,2061,5,30,8832,14701,10268,3022964,232482,14000,,303,295,8,,,89205,3057,4446,77,2776,4055,62,281,391,15,0,0,0,0,1,0,4938,7279,130,4826,6929,113,112,350,17,0,0,0,0,1,0
ESPORTSTMNT01_2782918,complete,,CBLOLA,2022,Split 1,0,10/03/2022 00:08,1,1204,7,Red,jng,Goot,oe:player:14858d85726545ce65dc2e7ea8042c9,FURIA Academy,oe:team:d135f5fc6f1ec50cda24bc7e5910f62,Xin Zhao,Zeri,Gwen,Ezreal,Nautilus,Leona,2038,1,2,4,13,23,10,0,0,0,0,0,0,0,0,6771,9715,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,0,0,14847,4371050,181806,11100589,10315407,16,4711,16,4711,14,58,17076,11313,6880,2025515,155772,9750,,192,39,153,,,56526,3114,2739,60,3038,3242,58,76,-503,2,1,0,1,0,1,1,4760,5389,103,4514,5474,91,246,-85,12,1,2,1,0,1,2
ESPORTSTMNT01_2782918,complete,,CBLOLA,2022,Split 1,0,10/03/2022 00:08,1,1204,8,Red,mid,Elicit,oe:player:f9188060720bd15b5e624177501711b,FURIA Academy,oe:team:d135f5fc6f1ec50cda24bc7e5910f62,LeBlanc,Zeri,Gwen,Ezreal,Nautilus,Leona,2038,1,10,2,9,23,10,0,0,0,0,1,1,0,0,6771,9715,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,24439,7194995,299263,5041413,3548479,31,9127,11,3238,5,61,17959,13492,9059,2667026,205108,12125,,203,187,16,,,59764,3594,4966,83,2896,3859,56,698,1107,27,1,0,0,1,1,1,5859,7620,130,4474,6439,100,1385,1181,30,3,0,0,1,1,1
ESPORTSTMNT01_2782918,complete,,CBLOLA,2022,Split 1,0,10/03/2022 00:08,1,1204,9,Red,bot,Improve,oe:player:10ac42c4d7dca450a66e8efbe8b0079,FURIA Academy,oe:team:d135f5fc6f1ec50cda24bc7e5910f62,Aphelios,Zeri,Gwen,Ezreal,Nautilus,Leona,2038,1,7,1,4,23,10,1,0,0,0,0,0,0,0,6771,9715,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,1,1,15483,4558292,189594,4347498,3883513,13,3827,9,2650,6,39,11482,18359,13926,4099902,315305,15450,,371,351,20,,,109225,3501,3922,80,2907,2946,72,594,976,8,0,0,0,0,1,0,5821,6788,137,4465,4876,115,1356,1912,22,0,1,0,0,1,0
ESPORTSTMNT01_2782918,complete,,CBLOLA,2022,Split 1,0,10/03/2022 00:08,1,1204,10,Red,sup,z4y,oe:player:cb6937887709f467d6246a74ab1a646,FURIA Academy,oe:team:d135f5fc6f1ec50cda24bc7e5910f62,Rakan,Zeri,Gwen,Ezreal,Nautilus,Leona,2038,1,1,2,18,23,10,0,0,0,0,0,0,0,0,6771,9715,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,6339,1866241,776229,2998528,4195584,49,14426,10,2944,18,86,25319,8467,4034,1187635,913337,7125,,13,13,0,,,3827,1971,1780,3,2394,2170,14,-423,-390,-11,0,0,1,1,1,0,2933,2602,5,3275,2814,22,-342,-212,-17,0,2,1,1,1,1
ESPORTSTMNT01_2782918,complete,,CBLOLA,2022,Split 1,0,10/03/2022 00:08,1,1204,100,Blue,team,,,Rensga Academy,oe:team:7b914afab59e61931e6d546c93acd0f,,Pyke,Diana,Karma,Tahm Kench,Thresh,2038,0,10,23,20,10,23,0,0,0,0,0,,,,2944,9715,0,2,3,2,3,0,2,0,0,0,0,,0,0,1,2,0,1,1,1,0,9,9,0,0,3,4,3,1,64538,19000393,,30859961,24643278,118,34740,43,12659,47,239,70363,57838,35672,10502061,,55525,-51327,,733,195,,,273209,14011,16272,262,15237,17853,303,-1226,-1581,-41,2,5,2,2,0,2,21554,26532,441,24311,29678,505,-2757,-3146,-64,2,5,4,4,5,2
ESPORTSTMNT01_2782918,complete,,CBLOLA,2022,Split 1,0,10/03/2022 00:08,1,1204,200,Red,team,,,FURIA Academy,oe:team:d135f5fc6f1ec50cda24bc7e5910f62,,Zeri,Gwen,Ezreal,Nautilus,Leona,2038,1,23,10,48,23,10,2,0,0,0,1,,,,6771,9715,1,3,2,3,2,0,1,1,1,0,0,,0,0,0,0,2,0,1,1,1,9,9,1,1,4,3,1,3,81664,24042395,,32010500,31028361,124,36506,53,15604,48,274,80667,66332,44166,13002748,,58450,51327,,885,197,,,318548,15237,17853,303,14011,16272,262,1226,1581,41,2,0,2,2,5,2,24311,29678,505,21554,26532,441,2757,3146,64,4,5,2,2,5,4
ESPORTSTMNT01_2783230,complete,,CBLOL,2022,Split 1,0,10/03/2022 19:45,1,1204,1,Blue,top,Parang,oe:player:47a2fd48766f50394a3110fd124de77,KaBuM! e-Sports,oe:team:9dced510f02f8586ee7501922484ac0,Gnar,Gwen,Caitlyn,Hecarim,Irelia,Camille,1991,1,4,4,10,21,13,0,0,0,0,1,0,1,0,6328,10246,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,1,0,20212,6091010,270301,6777197,8430437,17,5123,9,2712,8,42,12657,15085,10748,3238975,246041,15293,,257,248,9,,,77449,3219,4452,72,2750,4028,62,469,424,10,0,2,1,0,1,1,6258,7524,124,4808,6886,104,1450,638,20,1,2,1,0,1,1
ESPORTSTMNT01_2783230,complete,,CBLOL,2022,Split 1,0,10/03/2022 19:45,1,1204,2,Blue,jng,Wiz,oe:player:3d6241a697bf77c402bad659fb172ab,KaBuM! e-Sports,oe:team:9dced510f02f8586ee7501922484ac0,Lee Sin,Gwen,Caitlyn,Hecarim,Irelia,Camille,1991,1,9,1,9,21,13,1,0,0,0,1,1,0,0,6328,10246,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,0,0,15920,4797589,212903,8358714,14847815,22,6630,22,6630,10,57,17177,13866,9529,2871622,218135,11900,,203,37,166,,,61175,3488,2946,53,3148,3437,67,340,-491,-14,2,0,0,0,1,1,5370,5165,84,4684,5403,101,686,-238,-17,3,0,1,0,2,2
