gameid,datacompleteness,url,league,year,split,playoffs,date,game,patch,participantid,side,position,playername,playerid,teamname,teamid,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,firstdragon,dragons,opp_dragons,elementaldrakes,opp_elementaldrakes,infernals,mountains,clouds,oceans,chemtechs,hextechs,dragons (type unknown),elders,opp_elders,firstherald,heralds,opp_heralds,firstbaron,barons,opp_barons,firsttower,towers,opp_towers,firstmidtower,firsttothreetowers,turretplates,opp_turretplates,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,gspd,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15,opp_deathsat15
ESPORTSTMNT02_2553725,complete,,CBLOLA,2022,Split 1,0,01/02/2022 19:45,1,1202,6,Red,top,SkB,oe:player:a501d44927b4525d173def3fef6f91b,Liberty Academy,oe:team:0de5bc0ac90e504b773c2d2d09edc81,Yone,Akali,Caitlyn,Gwen,Karma,Braum,2324,0,6,5,3,25,32,1,1,0,0,0,0,0,1,6454,14716,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,26482,6837005,249186,7563511,8846644,12,3098,14,3614,8,50,12909,18452,13435,3468589,292693,17450,,378,340,38,,,97590,3212,4856,85,3252,4709,80,-40,147,5,0,0,1,0,1,0,5199,8056,141,4903,7648,133,296,408,8,0,0,1,0,1,0
ESPORTSTMNT02_2553725,complete,,CBLOLA,2022,Split 1,0,01/02/2022 19:45,1,1202,7,Red,jng,Drake,oe:player:4cbb67f0d853e2e0de2e3e124ae703d,Liberty Academy,oe:team:0de5bc0ac90e504b773c2d2d09edc81,Jarvan IV,Akali,Caitlyn,Gwen,Karma,Braum,2324,0,1,9,21,25,32,0,0,0,0,0,0,0,0,6454,14716,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,0,0,9745,2515921,916969,10975043,9343632,13,3356,19,4905,13,58,14974,11078,6061,1564802,132039,11100,,135,26,109,,,34854,2703,2606,53,3467,3466,58,-764,-860,-5,0,0,1,1,2,0,4205,4811,81,5179,5367,92,-974,-556,-11,0,3,1,1,2,1
ESPORTSTMNT02_2553725,complete,,CBLOLA,2022,Split 1,0,01/02/2022 19:45,1,1202,8,Red,mid,Washin,oe:player:d12b23e02db6d8d2f87af67868cedce,Liberty Academy,oe:team:0de5bc0ac90e504b773c2d2d09edc81,Vex,Akali,Caitlyn,Gwen,Karma,Braum,2324,0,3,5,12,25,32,0,0,0,0,0,0,0,0,6454,14716,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,1,20264,5231670,190677,6555077,4381497,33,8520,11,2840,15,61,15749,13172,8155,2105422,17766,12475,,263,255,8,,,67900,3300,4559,90,3399,4624,89,-99,-65,1,0,0,0,0,1,0,5156,7020,134,5173,7442,139,-17,-422,-5,1,0,0,0,1,0
ESPORTSTMNT02_2553725,complete,,CBLOLA,2022,Split 1,0,01/02/2022 19:45,1,1202,9,Red,bot,RAV3N,oe:player:1aff5982e2cde2a8081e10408912f52,Liberty Academy,oe:team:0de5bc0ac90e504b773c2d2d09edc81,Aphelios,Akali,Caitlyn,Gwen,Karma,Braum,2324,0,14,6,11,25,32,4,2,0,0,0,0,0,0,6454,14716,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,1,45447,11733305,42764,6808090,6563855,20,5164,4,1033,8,33,8520,19690,14673,3788210,319665,18775,,341,318,23,,,88038,3373,3381,89,3868,3500,87,-495,-119,2,0,0,1,2,0,0,5946,6395,143,5544,5450,133,402,945,10,2,1,1,2,0,1
ESPORTSTMNT02_2553725,complete,,CBLOLA,2022,Split 1,0,01/02/2022 19:45,1,1202,10,Red,sup,scamber,oe:player:1d1600d15a68ab1a80348ee748ea1e3,Liberty Academy,oe:team:0de5bc0ac90e504b773c2d2d09edc81,Leona,Akali,Caitlyn,Gwen,Karma,Braum,2324,0,1,7,13,25,32,0,0,0,0,0,0,0,0,6454,14716,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,4336,1119449,408002,6084940,6190017,71,18330,20,5164,22,135,34854,8595,3578,923752,779429,8350,,36,36,0,,,9294,2231,2310,15,2197,1907,16,34,403,-1,0,0,0,0,2,0,3280,3308,20,3253,2953,26,27,355,-6,0,2,0,0,2,1
ESPORTSTMNT02_2553725,complete,,CBLOLA,2022,Split 1,0,01/02/2022 19:45,1,1202,100,Blue,team,,,RED Academy,oe:team:391e50581a00cea9f06b2d845b4de05,,Twisted Fate,Jinx,Senna,Jayce,Akshan,2324,1,32,25,91,32,25,5,1,0,0,1,,,,8262,14716,0,1,4,1,4,0,0,1,0,0,0,,0,0,1,1,1,1,1,1,1,10,5,1,0,2,2,2,0,120677,31155852,,38898537,35197849,123,31756,60,15491,54,292,75387,75482,50395,13010757,,68850,10219,,869,201,,,276248,16183,18206,330,14819,17712,332,1364,494,-2,3,6,0,0,0,3,24052,28860,523,23786,29590,519,266,-730,4,3,6,3,3,6,3
ESPORTSTMNT02_2553725,complete,,CBLOLA,2022,Split 1,0,01/02/2022 19:45,1,1202,200,Red,team,,,Liberty Academy,oe:team:0de5bc0ac90e504b773c2d2d09edc81,,Akali,Caitlyn,Gwen,Karma,Braum,2324,0,25,32,60,25,32,5,3,0,0,0,,,,6454,14716,1,4,1,4,1,1,0,2,0,0,1,,0,0,0,1,1,0,1,1,0,5,10,0,1,2,2,0,2,106274,27437349,,37986661,35325645,149,38468,68,17556,66,337,87005,70987,45900,11850258,,68150,-10219,,975,178,,,297676,14819,17712,332,16183,18206,330,-1364,-494,2,0,0,3,3,6,0,23786,29590,519,24052,28860,523,-266,730,-4,3,6,3,3,6,3
ESPORTSTMNT02_2553806,complete,,CBLOLA,2022,Split 1,0,01/02/2022 21:00,1,1202,1,Blue,top,Reversed,oe:player:030aa94015bd11d183b897ddb541e4e,Netshoes Miners Academy,oe:team:2858f1ddd417c4a1e20a1a600126c67,Gragas,Jayce,Tahm Kench,Viktor,Jarvan IV,Camille,1768,1,2,4,6,17,15,0,0,0,0,1,1,0,0,5769,10860,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,8629,2928394,137247,7511199,7798643,18,6109,5,1697,13,30,10181,9365,5482,1860407,158149,8675,,153,147,6,,,51923,3717,4397,66,3371,4146,79,346,251,-13,2,1,0,0,0,2,5581,7113,108,5417,7595,141,164,-482,-33,2,1,1,0,1,2
ESPORTSTMNT02_2553806,complete,,CBLOLA,2022,Split 1,0,01/02/2022 21:00,1,1202,2,Blue,jng,Hugato,oe:player:7dd9d0c5a2fc15cda7d7ff65ca05e2f,Netshoes Miners Academy,oe:team:2858f1ddd417c4a1e20a1a600126c67,Xin Zhao,Jayce,Tahm Kench,Viktor,Jarvan IV,Camille,1768,1,3,3,7,17,15,1,1,0,0,1,0,1,0,5769,10860,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,0,0,9467,3212783,150576,9553507,6276923,10,3394,19,6448,10,52,17647,10826,6943,2356222,200294,9025,,186,39,147,,,63122,3028,2968,54,3019,3063,66,9,-95,-12,0,2,1,0,0,1,5006,5883,109,4777,5597,97,229,286,12,0,2,1,1,1,1
ESPORTSTMNT02_2553806,complete,,CBLOLA,2022,Split 1,0,01/02/2022 21:00,1,1202,3,Blue,mid,Piloto,oe:player:ceb0ad6412d4d358277ac71762b071f,Netshoes Miners Academy,oe:team:2858f1ddd417c4a1e20a1a600126c67,Corki,Jayce,Tahm Kench,Viktor,Jarvan IV,Camille,1768,1,5,1,8,17,15,2,1,0,0,0,0,0,0,5769,10860,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,24051,8162104,382539,3087896,2035181,15,5090,3,1018,6,25,8484,14083,10200,3461538,294248,13450,,275,249,26,,,93326,3339,4534,88,3100,4346,78,239,188,10,0,2,0,0,1,0,5520,7754,156,4939,7414,135,581,340,21,0,2,0,0,1,0
ESPORTSTMNT02_2553806,complete,,CBLOLA,2022,Split 1,0,01/02/2022 21:00,1,1202,4,Blue,bot,Celo,oe:player:39c3a0258d73ffd0112726c410893f6,Netshoes Miners Academy,oe:team:2858f1ddd417c4a1e20a1a600126c67,Aphelios,Jayce,Tahm Kench,Viktor,Jarvan IV,Camille,1768,1,7,4,3,17,15,1,0,0,0,0,0,0,0,5769,10860,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,1,0,18167,6165271,288952,4339480,2368778,14,4751,10,3394,8,33,11199,12948,9065,3076357,261507,11750,,244,228,16,,,82805,3532,3150,85,3030,2930,72,502,220,13,1,1,0,0,1,0,5518,5301,134,5807,5597,121,-289,-296,13,2,1,2,2,2,0
ESPORTSTMNT02_2553806,complete,,CBLOLA,2022,Split 1,0,01/02/2022 21:00,1,1202,5,Blue,sup,Griba,oe:player:031cdb3ed738ad5aa478cbf13baecae,Netshoes Miners Academy,oe:team:2858f1ddd417c4a1e20a1a600126c67,Nautilus,Jayce,Tahm Kench,Viktor,Jarvan IV,Camille,1768,1,0,3,7,17,15,0,0,0,0,0,0,0,0,5769,10860,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,2558,868100,406858,2785860,3755430,39,13235,7,2376,11,71,24095,6857,2974,1009276,858021,5725,,35,35,0,,,11878,2214,2512,16,2336,2327,12,-122,185,4,0,2,0,1,0,0,3347,3448,24,3654,3676,20,-307,-228,4,0,3,1,2,1,1
ESPORTSTMNT02_2553806,complete,,CBLOLA,2022,Split 1,0,01/02/2022 21:00,1,1202,6,Red,top,SkyBart,oe:player:af8e4f3113b8a89899a2ef0e5039c4d,paiN Gaming Academy,oe:team:3cb9dbe9618f5c61765f4ff189e79a9,Aatrox,Gwen,Diana,Caitlyn,Renekton,Ornn,1768,0,2,5,4,15,17,1,0,0,0,0,0,0,1,5090,10860,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,14722,4996154,275131,8822851,6809050,12,4072,5,1697,7,39,13235,12365,8482,2878507,254383,12275,,252,250,2,,,85520,3371,4146,79,3717,4397,66,-346,-251,13,0,0,2,2,1,0,5417,7595,141,5581,7113,108,-164,482,33,0,1,2,2,1,1
ESPORTSTMNT02_2553806,complete,,CBLOLA,2022,Split 1,0,01/02/2022 21:00,1,1202,7,Red,jng,Accez,oe:player:3301849bddc2a457469a9af14302972,paiN Gaming Academy,oe:team:3cb9dbe9618f5c61765f4ff189e79a9,Volibear,Gwen,Diana,Caitlyn,Renekton,Ornn,1768,0,3,4,8,15,17,0,0,0,0,0,0,0,0,5090,10860,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,0,0,10130,3437783,189314,9151018,8896154,22,7466,8,2715,7,52,17647,10337,6454,2190271,193564,10175,,167,20,147,,,56674,3019,3063,66,3028,2968,54,-9,95,12,0,0,1,0,2,1,4777,5597,97,5006,5883,109,-229,-286,-12,1,1,1,0,2,1
ESPORTSTMNT02_2553806,complete,,CBLOLA,2022,Split 1,0,01/02/2022 21:00,1,1202,8,Red,mid,Blacky,oe:player:c9c65d6b359377d7af5167bd0ad3a36,paiN Gaming Academy,oe:team:3cb9dbe9618f5c61765f4ff189e79a9,Vex,Gwen,Diana,Caitlyn,Renekton,Ornn,1768,0,1,3,8,15,17,0,0,0,0,0,0,0,0,5090,10860,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,10539,3576584,196958,4563462,2432919,14,4751,4,1357,4,28,9502,9893,6010,2039593,180249,9950,,211,203,8,,,71606,3100,4346,78,3339,4534,88,-239,-188,-10,0,1,0,0,2,0,4939,7414,135,5520,7754,156,-581,-340,-21,0,1,0,0,2,0
ESPORTSTMNT02_2553806,complete,,CBLOLA,2022,Split 1,0,01/02/2022 21:00,1,1202,9,Red,bot,griff,oe:player:d177ffd9b304968157e72b2afdbd1c0,paiN Gaming Academy,oe:team:3cb9dbe9618f5c61765f4ff189e79a9,Jinx,Gwen,Diana,Caitlyn,Renekton,Ornn,1768,0,7,2,5,15,17,1,0,0,0,0,0,0,0,5090,10860,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,1,15136,5136652,282868,3273869,1373416,13,4412,13,4412,5,41,13914,13047,9164,3109955,274835,12575,,254,237,17,,,86199,3030,2930,72,3532,3150,85,-502,-220,-13,0,1,0,1,1,0,5807,5597,121,5518,5301,134,289,296,-13,2,2,0,2,1,2
ESPORTSTMNT02_2553806,complete,,CBLOLA,2022,Split 1,0,01/02/2022 21:00,1,1202,10,Red,sup,ProDelta,oe:player:44744b6de7f1fa0b93d0e9b7ea328fc,paiN Gaming Academy,oe:team:3cb9dbe9618f5c61765f4ff189e79a9,Thresh,Gwen,Diana,Caitlyn,Renekton,Ornn,1768,0,2,3,10,15,17,0,0,0,0,0,0,0,0,5090,10860,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,2982,1011991,557289,3939027,1741629,50,16968,7,2376,17,84,28507,7116,3233,1097172,969685,7275,,32,32,0,,,10860,2336,2327,12,2214,2512,16,122,-185,-4,1,0,0,0,2,0,3654,3676,20,3347,3448,24,307,228,-4,2,1,1,0,3,1
ESPORTSTMNT02_2553806,complete,,CBLOLA,2022,Split 1,0,01/02/2022 21:00,1,1202,100,Blue,team,,,Netshoes Miners Academy,oe:team:2858f1ddd417c4a1e20a1a600126c67,,Jayce,Tahm Kench,Viktor,Jarvan IV,Camille,1768,1,17,15,31,17,15,4,2,0,0,1,,,,5769,10860,0,3,2,3,2,0,0,0,3,0,0,,0,0,1,1,1,1,1,0,0,6,6,0,0,4,4,1,0,62872,21336652,,27277941,22234955,96,32579,44,14932,48,211,71606,54079,34666,11764480,,48625,-718711,,698,195,,,303054,15830,17561,309,14856,16812,307,974,749,2,3,8,1,1,2,3,24972,29499,531,24594,29879,514,378,-380,17,4,9,5,5,6,4
ESPORTSTMNT02_2553806,complete,,CBLOLA,2022,Split 1,0,01/02/2022 21:00,1,1202,200,Red,team,,,paiN Gaming Academy,oe:team:3cb9dbe9618f5c61765f4ff189e79a9,,Gwen,Diana,Caitlyn,Renekton,Ornn,1768,0,15,17,35,15,17,2,0,0,0,0,,,,5090,10860,1,2,3,2,3,1,0,1,0,0,0,,0,0,0,1,1,0,0,1,1,6,6,1,1,4,4,0,1,53509,18159163,,29750226,21253167,111,37670,37,12557,40,244,82805,52758,33345,11316176,,52250,718711,,742,174,,,310860,14856,16812,307,15830,17561,309,-974,-749,-2,1,2,3,3,8,1,24594,29879,514,24972,29499,531,-378,380,-17,5,6,4,4,9,5
ESPORTSTMNT02_2553847,complete,,CBLOLA,2022,Split 1,0,01/02/2022 22:00,1,1202,1,Blue,top,Bankai,oe:player:fc75458e3c405bf010b67a1ac4a4cb7,KaBuM! Academy,oe:team:5fa7169f2a9ba7a17a9ce3afd59643d,Kennen,Tryndamere,Caitlyn,Lee Sin,Renekton,Thresh,1674,1,2,5,5,11,5,0,0,0,0,0,0,0,0,3943,5735,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,9177,3289247,335945,5716846,2938351,18,6452,3,1075,11,26,9319,9620,5930,2125448,184391,9575,,199,196,3,,,71326,3123,4538,81,3417,4687,95,-294,-149,-14,0,0,0,0,0,0,4708,6861,124,5406,7532,149,-698,-671,-25,0,0,1,0,1,0
ESPORTSTMNT02_2553847,complete,,CBLOLA,2022,Split 1,0,01/02/2022 22:00,1,1202,2,Blue,jng,scary,oe:player:bed0632c8562e530eb30d6078086020,KaBuM! Academy,oe:team:5fa7169f2a9ba7a17a9ce3afd59643d,Jarvan IV,Tryndamere,Caitlyn,Lee Sin,Renekton,Thresh,1674,1,4,0,7,11,5,2,0,0,0,1,0,1,0,3943,5735,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,0,0,4156,1489606,15214,7035842,7170251,9,3226,10,3584,8,33,11828,10886,7196,2579211,223756,9350,,166,18,148,,,59498,2892,3372,62,3279,3556,73,-387,-184,-11,0,0,0,0,0,0,5202,5920,106,4841,5512,106,361,408,0,0,1,0,0,1,1
ESPORTSTMNT02_2553847,complete,,CBLOLA,2022,Split 1,0,01/02/2022 22:00,1,1202,3,Blue,mid,Titeito,oe:player:3cd76f4460641ef68d33960badc92c3,KaBuM! Academy,oe:team:5fa7169f2a9ba7a17a9ce3afd59643d,Galio,Tryndamere,Caitlyn,Lee Sin,Renekton,Thresh,1674,1,4,0,7,11,5,0,0,0,0,1,1,0,0,3943,5735,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,6414,2298925,234799,2618280,3215054,17,6093,1,358,12,30,10753,10891,7201,2581004,223912,8550,,203,199,4,,,72760,3149,4727,85,3608,4614,86,-459,113,-1,0,0,0,0,0,0,5090,7201,126,5504,7213,134,-414,-12,-8,1,0,0,0,1,0
ESPORTSTMNT02_2553847,complete,,CBLOLA,2022,Split 1,0,01/02/2022 22:00,1,1202,4,Blue,bot,ST3PZ,oe:player:052ad9427bad4cf3f5b46c0cc5552bf,KaBuM! Academy,oe:team:5fa7169f2a9ba7a17a9ce3afd59643d,Aphelios,Tryndamere,Caitlyn,Lee Sin,Renekton,Thresh,1674,1,1,0,3,11,5,0,0,0,0,1,0,1,0,3943,5735,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,2,0,4581,1641935,167698,490323,2977419,11,3943,7,2509,5,28,10036,12309,8619,3089247,268003,10675,,246,230,16,,,88172,3314,3444,88,3387,3486,91,-73,-42,-3,0,0,0,0,0,0,5848,5798,138,5341,6263,148,507,-465,-10,0,1,0,0,0,0
ESPORTSTMNT02_2553847,complete,,CBLOLA,2022,Split 1,0,01/02/2022 22:00,1,1202,5,Blue,sup,Guigs,oe:player:c7c0cc0b057c316e22af5c5da55c0c8,KaBuM! Academy,oe:team:5fa7169f2a9ba7a17a9ce3afd59643d,Nautilus,Tryndamere,Caitlyn,Lee Sin,Renekton,Thresh,1674,1,0,0,9,11,5,0,0,0,0,1,0,1,0,3943,5735,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,2989,1071326,109419,1686380,2768817,56,20072,10,3584,18,90,32258,6904,3214,1151971,999384,6550,,42,42,0,,,15054,2103,2230,17,1993,2230,13,110,0,4,0,0,0,0,0,0,3198,3449,24,3162,2926,17,36,523,7,0,1,0,1,0,0
ESPORTSTMNT02_2553847,complete,,CBLOLA,2022,Split 1,0,01/02/2022 22:00,1,1202,6,Red,top,Edger,oe:player:34403168237bc47bb46755607a966c6,Rensga Academy,oe:team:7b914afab59e61931e6d546c93acd0f,Jayce,Senna,Corki,Gwen,Camille,Lulu,1674,0,3,1,1,5,11,0,0,0,0,0,0,0,0,1792,5735,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,11211,4018280,412579,3091398,2214695,12,4301,7,2509,3,25,8961,10980,7290,2612903,282766,10725,,264,252,12,,,94624,3417,4687,95,3123,4538,81,294,149,14,0,0,0,0,0,0,5406,7532,149,4708,6861,124,698,671,25,0,1,0,0,0,1
ESPORTSTMNT02_2553847,complete,,CBLOLA,2022,Split 1,0,01/02/2022 22:00,1,1202,7,Red,jng,Mousty,oe:player:df71d02acccb4913bc5b374d4551079,Rensga Academy,oe:team:7b914afab59e61931e6d546c93acd0f,Nidalee,Senna,Corki,Gwen,Camille,Lulu,1674,0,0,3,2,5,11,0,0,0,0,0,0,0,1,1792,5735,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,0,0,4563,1635484,167924,6910753,3215771,8,2867,7,2509,7,35,12545,7953,4263,1527957,165355,7035,,161,12,149,,,57706,3279,3556,73,2892,3372,62,387,184,11,0,0,0,0,0,0,4841,5512,106,5202,5920,106,-361,-408,0,0,1,1,0,1,0
ESPORTSTMNT02_2553847,complete,,CBLOLA,2022,Split 1,0,01/02/2022 22:00,1,1202,8,Red,mid,Marfz,oe:player:4a22e499877784956c35ec8c6ffd2f2,Rensga Academy,oe:team:7b914afab59e61931e6d546c93acd0f,Twisted Fate,Senna,Corki,Gwen,Camille,Lulu,1674,0,0,2,1,5,11,0,0,0,0,0,0,0,0,1792,5735,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,2263,811111,832812,3598566,1718638,11,3943,3,1075,4,32,11470,9360,5670,2032258,219929,8300,,209,199,10,,,74910,3608,4614,86,3149,4727,85,459,-113,1,0,0,0,0,0,0,5504,7213,134,5090,7201,126,414,12,8,0,1,0,1,0,0
ESPORTSTMNT02_2553847,complete,,CBLOLA,2022,Split 1,0,01/02/2022 22:00,1,1202,9,Red,bot,NinjaKiwi,oe:player:559c0cab98dab7824357ff1af6615ea,Rensga Academy,oe:team:7b914afab59e61931e6d546c93acd0f,Jinx,Senna,Corki,Gwen,Camille,Lulu,1674,0,1,3,0,5,11,0,0,0,0,0,0,0,0,1792,5735,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,2,7315,2621864,269201,2588172,1110394,11,3943,10,3584,5,34,12186,10009,6319,2264875,245103,9700,,263,243,20,,,94265,3387,3486,91,3314,3444,88,73,42,3,0,0,0,0,0,0,5341,6263,148,5848,5798,138,-507,465,10,0,0,0,0,1,0
ESPORTSTMNT02_2553847,complete,,CBLOLA,2022,Split 1,0,01/02/2022 22:00,1,1202,10,Red,sup,Redentor,oe:player:909a5acd730d7c81da81216a6779cc5,Rensga Academy,oe:team:7b914afab59e61931e6d546c93acd0f,Rakan,Senna,Corki,Gwen,Camille,Lulu,1674,0,1,2,3,5,11,0,0,0,0,0,0,0,0,1792,5735,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,1821,652688,670151,1736201,2470968,51,18280,6,2151,9,77,27599,5929,2239,802509,868477,5875,,27,27,0,,,9677,1993,2230,13,2103,2230,17,-110,0,-4,0,0,0,0,0,0,3162,2926,17,3198,3449,24,-36,-523,-7,1,0,0,0,1,0
ESPORTSTMNT02_2553847,complete,,CBLOLA,2022,Split 1,0,01/02/2022 22:00,1,1202,100,Blue,team,,,KaBuM! Academy,oe:team:5fa7169f2a9ba7a17a9ce3afd59643d,,Tryndamere,Caitlyn,Lee Sin,Renekton,Thresh,1674,1,11,5,31,11,5,2,0,0,0,1,,,,3943,5735,1,4,0,4,0,0,1,0,1,0,2,,0,0,1,2,0,1,1,0,1,9,2,1,1,7,4,2,0,27317,9791039,,17547670,19069892,111,39785,31,11111,54,207,74194,50610,32160,11526882,,44700,710025,,685,171,,,306810,14581,18311,333,15684,18573,358,-1103,-262,-25,0,0,0,0,0,0,24046,29229,518,24254,29446,554,-208,-217,-36,1,3,1,1,3,1
ESPORTSTMNT02_2553847,complete,,CBLOLA,2022,Split 1,0,01/02/2022 22:00,1,1202,200,Red,team,,,Rensga Academy,oe:team:7b914afab59e61931e6d546c93acd0f,,Senna,Corki,Gwen,Camille,Lulu,1674,0,5,11,7,5,11,0,0,0,0,0,,,,1792,5735,0,0,4,0,4,0,0,0,0,0,0,,0,0,0,0,2,0,0,1,0,2,9,0,0,4,7,0,2,27173,9739427,,17925090,10730466,93,33333,33,11828,28,203,72760,44231,25781,9240502,,41635,-710025,,733,191,,,331183,15684,18573,358,14581,18311,333,1103,262,25,0,0,0,0,0,0,24254,29446,554,24046,29229,518,208,217,36,1,3,1,1,3,1
ESPORTSTMNT02_2553886,complete,,CBLOLA,2022,Split 1,0,01/02/2022 22:54,1,1202,1,Blue,top,Zemnas,oe:player:9390b1bbbe5307a8b4fad66d0fac7a6,FURIA Academy,oe:team:d135f5fc6f1ec50cda24bc7e5910f62,Renekton,Jarvan IV,Jayce,Gwen,Akshan,Senna,1862,1,1,2,11,18,7,0,0,0,0,0,0,0,0,5800,8056,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,10392,3348657,14294,8357787,7706552,16,5156,1,322,7,28,9023,11949,7875,2537594,202964,11205,,250,250,0,,,80559,3245,4733,92,3419,5035,95,-174,-302,-3,0,0,0,0,0,0,5231,7672,151,5047,7678,142,184,-6,9,0,0,0,0,0,0
ESPORTSTMNT02_2553886,complete,,CBLOLA,2022,Split 1,0,01/02/2022 22:54,1,1202,2,Blue,jng,Goot,oe:player:14858d85726545ce65dc2e7ea8042c9,FURIA Academy,oe:team:d135f5fc6f1ec50cda24bc7e5910f62,Lee Sin,Jarvan IV,Jayce,Gwen,Akshan,Senna,1862,1,3,1,12,18,7,0,0,0,0,1,1,0,0,5800,8056,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,1,0,9908,3192696,136282,8609452,8555639,14,4511,6,1933,8,35,11278,10904,6830,2200859,176031,9900,,152,33,119,,,48980,3493,3337,65,2953,3285,64,540,52,1,1,0,0,0,0,0,5078,4734,81,4652,5679,93,426,-945,-12,2,0,1,1,1,1
ESPORTSTMNT02_2553886,complete,,CBLOLA,2022,Split 1,0,01/02/2022 22:54,1,1202,3,Blue,mid,Elicit,oe:player:f9188060720bd15b5e624177501711b,FURIA Academy,oe:team:d135f5fc6f1ec50cda24bc7e5910f62,Orianna,Jarvan IV,Jayce,Gwen,Akshan,Senna,1862,1,6,1,12,18,7,1,0,0,0,1,0,1,0,5800,8056,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,21382,6890011,294105,4246402,2760258,17,5478,14,4511,8,62,19979,13854,9780,3151450,252063,11850,,262,234,28,,,84425,3321,4854,82,3232,4330,87,89,524,-5,0,1,0,0,0,1,5106,7296,132,5453,7088,138,-347,208,-6,0,2,1,1,1,1
ESPORTSTMNT02_2553886,complete,,CBLOLA,2022,Split 1,0,01/02/2022 22:54,1,1202,4,Blue,bot,Improve,oe:player:10ac42c4d7dca450a66e8efbe8b0079,FURIA Academy,oe:team:d135f5fc6f1ec50cda24bc7e5910f62,Jinx,Jarvan IV,Jayce,Gwen,Akshan,Senna,1862,1,8,0,8,18,7,1,1,1,0,0,0,0,0,5800,8056,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,1,0,26946,8682922,370636,3528786,1960473,14,4511,9,2900,5,41,13212,14722,10648,3431149,274434,13455,,284,257,27,,,91515,3090,3414,80,3852,3479,93,-762,-65,-13,0,0,0,0,0,0,5111,5915,139,6213,6132,151,-1102,-217,-12,0,0,0,0,1,0
ESPORTSTMNT02_2553886,complete,,CBLOLA,2022,Split 1,0,01/02/2022 22:54,1,1202,5,Blue,sup,z4y,oe:player:cb6937887709f467d6246a74ab1a646,FURIA Academy,oe:team:d135f5fc6f1ec50cda24bc7e5910f62,Rakan,Jarvan IV,Jayce,Gwen,Akshan,Senna,1862,1,0,3,14,18,7,0,0,0,0,0,0,0,0,5800,8056,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,4074,1312782,56037,3051880,4083996,48,15467,17,5478,19,87,28034,7741,3667,1181633,945085,6525,,41,41,0,,,13212,1908,1875,10,2129,2261,14,-221,-386,-4,0,0,0,0,0,0,3104,3178,19,3210,3513,22,-106,-335,-3,0,1,0,0,1,0
