golId,event1,event2,event3,event4,event5,event6,event7,event8,event9,event10,event11,event12,event13,event14,event15,event16,event17,event18,event19,event20,event21,event22,event23,event24,event25,event26,event27,event28,event29,event30,event31,event32,event33,event34,event35,event36,event37,event38,event39,event40,event41,event42,event43,event44,event45
49292,BLUE: first_blood,RED: dragon,BLUE: herald,RED: dragon,BLUE: herald,BLUE: first_tower_top,RED: dragon,RED: dragon,BLUE: first_tower_bot,RED: first_tower_mid,BLUE: baron,BLUE: second_tower_bot,BLUE: elder_dragon,BLUE: third_tower_bot,BLUE: inhibitor_bot,BLUE: first_tower_mid,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,,,,,,,
49293,BLUE: first_blood,BLUE: dragon,BLUE: herald,RED: first_tower_bot,RED: dragon,RED: herald,BLUE: first_tower_bot,RED: first_tower_top,RED: first_tower_mid,BLUE: dragon,RED: baron,RED: dragon,RED: second_tower_mid,RED: dragon,BLUE: first_tower_mid,RED: baron,RED: second_tower_top,BLUE: dragon,BLUE: second_tower_bot,BLUE: third_tower_bot,BLUE: inhibitor_bot,BLUE: nexus_tower,BLUE: second_tower_mid,BLUE: baron,BLUE: first_tower_top,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,
49294,RED: first_blood,BLUE: dragon,RED: herald,BLUE: dragon,RED: herald,RED: dragon,BLUE: first_tower_mid,BLUE: first_tower_bot,RED: first_tower_top,RED: first_tower_mid,BLUE: baron,RED: dragon,BLUE: second_tower_mid,BLUE: third_tower_mid,BLUE: inhibitor_mid,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,,,,,,,,
49295,RED: first_blood,BLUE: herald,BLUE: dragon,BLUE: first_tower_bot,BLUE: herald,RED: dragon,RED: first_tower_top,BLUE: first_tower_mid,BLUE: first_tower_top,BLUE: second_tower_mid,BLUE: second_tower_bot,BLUE: dragon,BLUE: baron,BLUE: third_tower_bot,BLUE: inhibitor_bot,BLUE: third_tower_mid,BLUE: inhibitor_mid,BLUE: dragon,BLUE: second_tower_top,BLUE: third_tower_top,BLUE: inhibitor_top,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,,
49296,BLUE: first_blood,BLUE: dragon,RED: herald,RED: dragon,RED: first_tower_top,RED: first_tower_bot,RED: first_tower_mid,BLUE: herald,BLUE: first_tower_bot,BLUE: dragon,BLUE: first_tower_mid,BLUE: dragon,BLUE: dragon,BLUE: second_tower_mid,BLUE: third_tower_mid,BLUE: inhibitor_mid,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,,,,,,,
45193,RED: first_blood,BLUE: herald,RED: dragon,BLUE: first_tower_top,RED: first_tower_bot,BLUE: herald,BLUE: first_tower_mid,BLUE: dragon,BLUE: first_tower_bot,RED: first_tower_mid,BLUE: dragon,BLUE: second_tower_top,BLUE: second_tower_bot,BLUE: second_tower_mid,BLUE: dragon,RED: first_tower_top,BLUE: baron,BLUE: dragon,BLUE: third_tower_mid,BLUE: inhibitor_mid,BLUE: third_tower_bot,BLUE: inhibitor_bot,BLUE: third_tower_top,BLUE: inhibitor_top,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,
45213,RED: first_blood,BLUE: dragon,BLUE: herald,BLUE: dragon,BLUE: first_tower_bot,BLUE: first_tower_mid,BLUE: dragon,BLUE: herald,RED: first_tower_bot,BLUE: first_tower_top,BLUE: second_tower_top,BLUE: baron,BLUE: second_tower_mid,BLUE: third_tower_mid,BLUE: dragon,BLUE: second_tower_bot,BLUE: third_tower_bot,BLUE: inhibitor_bot,BLUE: inhibitor_mid,BLUE: third_tower_top,BLUE: inhibitor_top,BLUE: nexus_tower,BLUE: baron,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,
53407,BLUE: herald,RED: first_blood,BLUE: first_tower_top,RED: first_tower_bot,BLUE: dragon,BLUE: first_tower_bot,RED: herald,RED: first_tower_mid,BLUE: dragon,RED: second_tower_mid,RED: dragon,BLUE: first_tower_mid,BLUE: baron,BLUE: dragon,BLUE: second_tower_bot,BLUE: second_tower_mid,BLUE: third_tower_mid,BLUE: inhibitor_mid,BLUE: third_tower_bot,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,,,,
53408,BLUE: first_blood,RED: dragon,BLUE: herald,BLUE: dragon,BLUE: herald,RED: first_tower_top,BLUE: first_tower_mid,BLUE: dragon,BLUE: first_tower_top,RED: first_tower_bot,RED: second_tower_bot,BLUE: baron,BLUE: second_tower_mid,BLUE: first_tower_bot,BLUE: dragon,BLUE: second_tower_top,BLUE: baron,RED: dragon,BLUE: second_tower_bot,BLUE: third_tower_bot,BLUE: inhibitor_bot,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,,
53409,RED: first_blood,RED: herald,RED: dragon,BLUE: first_tower_bot,RED: herald,RED: first_tower_mid,BLUE: first_tower_top,BLUE: dragon,RED: dragon,RED: baron,RED: first_tower_top,RED: first_tower_bot,RED: dragon,RED: second_tower_bot,RED: second_tower_mid,BLUE: baron,RED: third_tower_mid,RED: inhibitor_mid,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,,,,,,,,,,,,,,
53410,RED: dragon,BLUE: first_blood,BLUE: herald,RED: dragon,BLUE: first_tower_top,RED: first_tower_bot,BLUE: herald,RED: dragon,BLUE: first_tower_bot,BLUE: dragon,RED: first_tower_mid,BLUE: baron,BLUE: first_tower_mid,BLUE: second_tower_mid,RED: first_tower_top,BLUE: dragon,BLUE: second_tower_bot,BLUE: second_tower_top,BLUE: baron,BLUE: third_tower_mid,BLUE: inhibitor_mid,BLUE: third_tower_bot,BLUE: inhibitor_bot,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,
45219,BLUE: first_blood,BLUE: herald,RED: dragon,BLUE: dragon,RED: herald,BLUE: first_tower_bot,RED: first_tower_top,RED: first_tower_bot,RED: first_tower_mid,RED: dragon,BLUE: baron,BLUE: first_tower_mid,BLUE: second_tower_mid,BLUE: second_tower_bot,BLUE: dragon,BLUE: first_tower_top,RED: second_tower_bot,RED: baron,RED: dragon,BLUE: third_tower_mid,BLUE: inhibitor_mid,BLUE: second_tower_top,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,
53411,BLUE: first_blood,BLUE: herald,RED: dragon,RED: herald,RED: first_tower_top,BLUE: dragon,RED: second_tower_top,RED: first_tower_bot,BLUE: dragon,RED: first_tower_mid,BLUE: baron,BLUE: first_tower_top,BLUE: first_tower_bot,BLUE: second_tower_bot,BLUE: first_tower_mid,BLUE: dragon,RED: baron,BLUE: second_tower_mid,BLUE: third_tower_mid,BLUE: inhibitor_mid,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,,,
53412,RED: first_blood,BLUE: herald,BLUE: dragon,BLUE: herald,RED: first_tower_top,BLUE: dragon,BLUE: first_tower_mid,RED: first_tower_bot,RED: first_tower_mid,RED: dragon,BLUE: baron,BLUE: first_tower_top,RED: second_tower_bot,RED: second_tower_top,BLUE: first_tower_bot,RED: second_tower_mid,RED: third_tower_mid,BLUE: dragon,BLUE: second_tower_mid,BLUE: third_tower_mid,BLUE: inhibitor_mid,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,,
53413,BLUE: first_blood,BLUE: herald,RED: dragon,BLUE: first_tower_bot,RED: herald,BLUE: first_tower_mid,BLUE: dragon,RED: first_tower_bot,BLUE: first_tower_top,RED: baron,BLUE: dragon,RED: first_tower_mid,RED: second_tower_mid,RED: third_tower_mid,RED: inhibitor_mid,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,,,,,,,,,,,,,,,,,
53414,BLUE: first_blood,BLUE: dragon,RED: herald,RED: dragon,RED: herald,RED: first_tower_top,BLUE: first_tower_bot,RED: first_tower_mid,BLUE: first_tower_top,RED: second_tower_mid,RED: dragon,RED: first_tower_bot,RED: baron,RED: dragon,RED: second_tower_bot,RED: third_tower_bot,RED: inhibitor_bot,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,,,,,,,,,,,,,,,
53415,BLUE: first_blood,RED: dragon,RED: herald,RED: dragon,RED: herald,BLUE: first_tower_bot,BLUE: dragon,BLUE: first_tower_mid,BLUE: baron,RED: first_tower_top,BLUE: second_tower_mid,BLUE: dragon,BLUE: second_tower_bot,BLUE: third_tower_bot,RED: first_tower_bot,BLUE: first_tower_top,BLUE: dragon,BLUE: baron,BLUE: second_tower_top,BLUE: third_tower_mid,RED: dragon,BLUE: inhibitor_mid,RED: first_tower_mid,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,
53418,RED: first_blood,BLUE: herald,RED: dragon,BLUE: dragon,RED: first_tower_top,BLUE: first_tower_bot,BLUE: herald,BLUE: first_tower_top,RED: first_tower_bot,BLUE: first_tower_mid,BLUE: second_tower_mid,RED: dragon,RED: second_tower_top,RED: baron,RED: first_tower_mid,BLUE: dragon,RED: second_tower_mid,RED: baron,RED: third_tower_mid,RED: dragon,RED: second_tower_bot,RED: third_tower_bot,RED: inhibitor_bot,RED: inhibitor_mid,RED: third_tower_top,RED: inhibitor_top,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,,,,,,
53419,BLUE: dragon,BLUE: first_blood,BLUE: herald,BLUE: dragon,BLUE: first_tower_top,RED: first_tower_bot,RED: herald,BLUE: dragon,BLUE: first_tower_bot,BLUE: baron,BLUE: second_tower_top,BLUE: first_tower_mid,BLUE: dragon,BLUE: second_tower_mid,BLUE: third_tower_mid,BLUE: inhibitor_mid,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,,,,,,,
53420,BLUE: first_blood,BLUE: herald,RED: dragon,BLUE: first_tower_mid,RED: herald,BLUE: first_tower_top,BLUE: dragon,RED: first_tower_top,RED: first_tower_bot,RED: first_tower_mid,RED: baron,RED: second_tower_bot,RED: second_tower_mid,RED: third_tower_bot,RED: third_tower_mid,RED: inhibitor_bot,RED: inhibitor_mid,RED: second_tower_top,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,,,,,,,,,,,,,,
53422,BLUE: first_blood,BLUE: herald,RED: dragon,BLUE: first_tower_mid,BLUE: first_tower_top,RED: dragon,BLUE: herald,RED: first_tower_bot,BLUE: baron,BLUE: first_tower_bot,BLUE: second_tower_bot,BLUE: second_tower_top,BLUE: third_tower_bot,BLUE: second_tower_mid,BLUE: third_tower_mid,RED: first_tower_top,BLUE: inhibitor_mid,BLUE: inhibitor_bot,BLUE: dragon,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,,,,
53423,RED: first_blood,RED: dragon,RED: herald,RED: dragon,RED: first_tower_top,RED: first_tower_mid,RED: first_tower_bot,RED: second_tower_top,RED: second_tower_mid,RED: herald,RED: second_tower_bot,RED: dragon,BLUE: first_tower_top,RED: third_tower_bot,BLUE: second_tower_top,RED: baron,RED: third_tower_top,RED: inhibitor_top,RED: nexus_tower,RED: third_tower_mid,RED: inhibitor_mid,RED: inhibitor_bot,RED: nexus_tower,RED: nexus,,,,,,,,,,,,,,,,,,,,,
53424,BLUE: first_blood,BLUE: herald,RED: dragon,RED: dragon,RED: first_tower_bot,RED: first_tower_top,BLUE: first_tower_bot,BLUE: second_tower_bot,RED: herald,BLUE: dragon,BLUE: first_tower_mid,BLUE: first_tower_top,RED: first_tower_mid,BLUE: dragon,RED: baron,RED: second_tower_bot,RED: second_tower_mid,RED: second_tower_top,RED: third_tower_mid,BLUE: second_tower_top,RED: inhibitor_mid,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,,,,,,,,,,,
53425,RED: first_blood,RED: dragon,BLUE: herald,BLUE: first_tower_top,BLUE: first_tower_mid,BLUE: first_tower_bot,BLUE: herald,RED: first_tower_top,BLUE: dragon,BLUE: second_tower_mid,RED: second_tower_top,BLUE: second_tower_top,BLUE: second_tower_bot,BLUE: baron,RED: first_tower_bot,BLUE: third_tower_mid,BLUE: inhibitor_mid,BLUE: third_tower_bot,BLUE: inhibitor_bot,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,,,,
45254,RED: first_blood,RED: herald,RED: dragon,BLUE: first_tower_bot,RED: first_tower_mid,RED: herald,RED: dragon,RED: first_tower_bot,BLUE: first_tower_top,RED: first_tower_top,RED: second_tower_mid,BLUE: baron,BLUE: first_tower_mid,BLUE: dragon,BLUE: baron,BLUE: dragon,BLUE: second_tower_bot,BLUE: second_tower_mid,BLUE: second_tower_top,BLUE: third_tower_mid,BLUE: inhibitor_mid,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,,
45255,RED: first_blood,RED: herald,BLUE: dragon,BLUE: first_tower_bot,RED: dragon,BLUE: herald,RED: dragon,BLUE: first_tower_top,RED: first_tower_bot,BLUE: baron,BLUE: first_tower_mid,BLUE: second_tower_bot,BLUE: dragon,BLUE: second_tower_top,BLUE: baron,BLUE: third_tower_bot,BLUE: second_tower_mid,BLUE: inhibitor_bot,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: third_tower_mid,BLUE: nexus,,,,,,,,,,,,,,,,,,,,,,,
45266,RED: first_blood,RED: dragon,BLUE: herald,RED: dragon,BLUE: herald,RED: first_tower_bot,BLUE: first_tower_mid,BLUE: dragon,RED: first_tower_top,RED: first_tower_mid,BLUE: dragon,RED: dragon,BLUE: first_tower_top,BLUE: baron,BLUE: first_tower_bot,BLUE: second_tower_mid,BLUE: second_tower_bot,RED: second_tower_mid,RED: third_tower_mid,RED: inhibitor_mid,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,,,,,,,,,,,,
45267,RED: dragon,BLUE: first_blood,RED: herald,BLUE: dragon,BLUE: first_tower_bot,RED: herald,RED: first_tower_mid,RED: first_tower_top,RED: dragon,BLUE: first_tower_top,BLUE: dragon,BLUE: first_tower_mid,BLUE: baron,BLUE: second_tower_mid,BLUE: second_tower_bot,BLUE: third_tower_mid,BLUE: inhibitor_mid,BLUE: third_tower_bot,BLUE: inhibitor_bot,BLUE: dragon,BLUE: second_tower_top,BLUE: inhibitor_mid,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,
45268,RED: dragon,RED: first_blood,RED: herald,RED: dragon,BLUE: first_tower_top,BLUE: herald,BLUE: first_tower_mid,BLUE: dragon,RED: first_tower_top,BLUE: dragon,RED: first_tower_bot,BLUE: first_tower_bot,RED: first_tower_mid,BLUE: dragon,BLUE: second_tower_mid,BLUE: third_tower_mid,BLUE: inhibitor_mid,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,,,,,,
45278,RED: first_blood,RED: dragon,RED: herald,RED: dragon,RED: first_tower_mid,RED: herald,RED: dragon,RED: first_tower_bot,BLUE: first_tower_top,RED: first_tower_top,RED: baron,RED: second_tower_mid,BLUE: first_tower_mid,BLUE: first_tower_bot,RED: second_tower_top,RED: third_tower_top,RED: inhibitor_top,BLUE: dragon,RED: third_tower_mid,RED: inhibitor_mid,BLUE: dragon,RED: baron,BLUE: second_tower_mid,RED: inhibitor_mid,RED: inhibitor_top,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,,,,,,,
45279,BLUE: first_blood,RED: dragon,BLUE: herald,BLUE: first_tower_top,RED: dragon,BLUE: herald,BLUE: first_tower_mid,RED: dragon,BLUE: first_tower_bot,BLUE: second_tower_top,BLUE: third_tower_top,BLUE: dragon,BLUE: baron,RED: first_tower_top,BLUE: second_tower_mid,BLUE: second_tower_bot,BLUE: dragon,BLUE: third_tower_mid,BLUE: inhibitor_mid,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,,,,
45280,RED: first_blood,BLUE: herald,BLUE: first_tower_bot,BLUE: first_tower_top,BLUE: dragon,BLUE: herald,BLUE: first_tower_mid,BLUE: second_tower_mid,BLUE: dragon,BLUE: second_tower_bot,BLUE: dragon,BLUE: baron,BLUE: second_tower_top,RED: first_tower_bot,BLUE: third_tower_top,BLUE: inhibitor_top,BLUE: third_tower_mid,BLUE: inhibitor_mid,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: dragon,BLUE: nexus,,,,,,,,,,,,,,,,,,,,,,,
45303,BLUE: first_blood,RED: dragon,BLUE: herald,BLUE: dragon,BLUE: herald,RED: first_tower_mid,BLUE: dragon,BLUE: first_tower_top,RED: first_tower_bot,BLUE: first_tower_bot,RED: second_tower_mid,BLUE: baron,BLUE: dragon,BLUE: first_tower_mid,BLUE: dragon,BLUE: baron,BLUE: second_tower_top,BLUE: second_tower_mid,BLUE: third_tower_top,BLUE: inhibitor_top,BLUE: third_tower_mid,BLUE: inhibitor_mid,BLUE: second_tower_bot,BLUE: third_tower_bot,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,
45311,RED: first_blood,RED: dragon,BLUE: herald,RED: dragon,RED: herald,BLUE: first_tower_bot,BLUE: first_tower_top,RED: first_tower_bot,RED: first_tower_mid,RED: second_tower_mid,BLUE: dragon,BLUE: first_tower_mid,RED: first_tower_top,BLUE: baron,BLUE: second_tower_bot,RED: second_tower_top,BLUE: third_tower_bot,BLUE: inhibitor_bot,BLUE: dragon,BLUE: second_tower_top,BLUE: baron,BLUE: dragon,BLUE: second_tower_mid,BLUE: third_tower_mid,BLUE: inhibitor_bot,BLUE: inhibitor_mid,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,
45312,RED: first_blood,RED: dragon,RED: herald,RED: first_tower_top,RED: dragon,RED: first_tower_bot,RED: second_tower_top,RED: first_tower_mid,RED: herald,RED: second_tower_bot,RED: third_tower_bot,RED: inhibitor_bot,BLUE: first_tower_top,RED: dragon,BLUE: first_tower_bot,RED: baron,RED: second_tower_mid,RED: third_tower_top,RED: third_tower_mid,RED: inhibitor_top,RED: inhibitor_mid,RED: inhibitor_bot,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,,,,,,,,,,
45315,RED: dragon,RED: herald,BLUE: first_blood,RED: dragon,RED: first_tower_top,RED: herald,RED: first_tower_mid,RED: second_tower_top,BLUE: dragon,RED: first_tower_bot,BLUE: first_tower_bot,BLUE: dragon,BLUE: first_tower_top,RED: second_tower_mid,RED: third_tower_mid,RED: inhibitor_mid,RED: dragon,BLUE: baron,BLUE: first_tower_mid,BLUE: second_tower_mid,RED: dragon,BLUE: second_tower_top,BLUE: third_tower_mid,BLUE: third_tower_top,BLUE: inhibitor_mid,RED: second_tower_bot,BLUE: baron,BLUE: second_tower_bot,RED: elder_dragon,RED: third_tower_bot,RED: inhibitor_bot,RED: inhibitor_mid,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,
45316,RED: first_blood,RED: dragon,BLUE: herald,BLUE: dragon,RED: first_tower_bot,BLUE: first_tower_mid,BLUE: first_tower_top,BLUE: herald,BLUE: second_tower_mid,RED: dragon,BLUE: first_tower_bot,RED: first_tower_top,BLUE: baron,RED: dragon,BLUE: second_tower_top,RED: second_tower_bot,BLUE: third_tower_top,RED: second_tower_top,RED: dragon,BLUE: baron,RED: first_tower_mid,BLUE: third_tower_mid,BLUE: inhibitor_mid,BLUE: nexus_tower,BLUE: second_tower_bot,RED: third_tower_top,RED: inhibitor_top,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,,,,,
45317,BLUE: first_blood,BLUE: dragon,BLUE: herald,BLUE: dragon,BLUE: first_tower_bot,BLUE: herald,BLUE: first_tower_top,RED: first_tower_bot,BLUE: first_tower_mid,BLUE: dragon,BLUE: baron,RED: first_tower_top,BLUE: second_tower_mid,BLUE: dragon,BLUE: second_tower_bot,BLUE: third_tower_mid,BLUE: inhibitor_mid,BLUE: nexus_tower,BLUE: second_tower_top,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,,,,,
45318,RED: first_blood,BLUE: herald,BLUE: dragon,BLUE: first_tower_top,BLUE: first_tower_bot,BLUE: dragon,BLUE: herald,BLUE: first_tower_mid,BLUE: dragon,BLUE: second_tower_mid,BLUE: baron,BLUE: second_tower_bot,BLUE: third_tower_bot,BLUE: inhibitor_bot,BLUE: nexus_tower,BLUE: third_tower_mid,BLUE: inhibitor_mid,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,,,,,,,
45319,BLUE: first_blood,RED: herald,RED: dragon,BLUE: dragon,RED: herald,RED: first_tower_top,BLUE: first_tower_bot,RED: first_tower_mid,BLUE: first_tower_top,RED: first_tower_bot,BLUE: first_tower_mid,RED: dragon,RED: second_tower_mid,RED: dragon,RED: third_tower_mid,RED: second_tower_bot,RED: inhibitor_mid,BLUE: baron,BLUE: second_tower_top,BLUE: dragon,BLUE: second_tower_mid,BLUE: baron,BLUE: dragon,BLUE: second_tower_bot,BLUE: third_tower_bot,BLUE: inhibitor_bot,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,
45321,BLUE: dragon,RED: first_blood,BLUE: herald,BLUE: dragon,BLUE: first_tower_bot,BLUE: first_tower_top,RED: herald,BLUE: dragon,RED: first_tower_bot,BLUE: first_tower_mid,BLUE: dragon,RED: first_tower_mid,RED: second_tower_bot,BLUE: baron,RED: second_tower_mid,RED: first_tower_top,BLUE: second_tower_top,BLUE: second_tower_mid,BLUE: third_tower_mid,BLUE: inhibitor_mid,BLUE: second_tower_bot,BLUE: third_tower_bot,BLUE: inhibitor_bot,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,
45322,RED: dragon,RED: herald,RED: first_blood,BLUE: dragon,RED: herald,RED: first_tower_top,BLUE: dragon,BLUE: first_tower_top,BLUE: baron,BLUE: first_tower_bot,BLUE: first_tower_mid,BLUE: second_tower_mid,BLUE: third_tower_mid,BLUE: inhibitor_mid,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49442,BLUE: dragon,BLUE: herald,RED: first_blood,BLUE: dragon,BLUE: herald,BLUE: first_tower_mid,BLUE: first_tower_bot,BLUE: dragon,BLUE: first_tower_top,RED: baron,RED: first_tower_mid,RED: dragon,RED: first_tower_bot,RED: second_tower_bot,RED: first_tower_top,BLUE: baron,RED: dragon,BLUE: second_tower_top,BLUE: second_tower_mid,BLUE: third_tower_mid,BLUE: inhibitor_mid,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,,
49447,RED: first_blood,BLUE: herald,RED: dragon,BLUE: first_tower_bot,RED: herald,BLUE: first_tower_top,RED: dragon,BLUE: first_tower_mid,RED: first_tower_top,BLUE: second_tower_bot,BLUE: baron,BLUE: third_tower_bot,BLUE: inhibitor_bot,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49532,BLUE: first_blood,RED: dragon,RED: herald,RED: dragon,RED: herald,RED: first_tower_top,BLUE: first_tower_mid,RED: first_tower_mid,RED: dragon,BLUE: first_tower_bot,RED: first_tower_bot,BLUE: baron,BLUE: first_tower_top,BLUE: dragon,BLUE: baron,BLUE: second_tower_mid,BLUE: third_tower_mid,BLUE: dragon,BLUE: second_tower_bot,BLUE: third_tower_bot,BLUE: inhibitor_bot,BLUE: inhibitor_mid,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,
49533,BLUE: dragon,RED: first_blood,BLUE: herald,RED: dragon,BLUE: first_tower_top,BLUE: first_tower_bot,BLUE: herald,BLUE: dragon,BLUE: first_tower_mid,RED: dragon,RED: first_tower_bot,BLUE: second_tower_mid,RED: first_tower_mid,RED: dragon,RED: baron,RED: second_tower_mid,RED: third_tower_mid,RED: inhibitor_mid,RED: first_tower_top,RED: second_tower_top,BLUE: dragon,BLUE: second_tower_bot,BLUE: baron,RED: second_tower_bot,RED: inhibitor_mid,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,,,,,,,
49534,BLUE: first_blood,RED: dragon,BLUE: herald,RED: dragon,BLUE: first_tower_top,RED: first_tower_bot,RED: first_tower_mid,BLUE: herald,RED: dragon,BLUE: first_tower_mid,RED: dragon,BLUE: baron,BLUE: first_tower_bot,RED: second_tower_mid,BLUE: second_tower_bot,BLUE: second_tower_mid,RED: elder_dragon,RED: baron,RED: first_tower_top,RED: second_tower_top,RED: third_tower_top,RED: inhibitor_top,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,,,,,,,,,,
49535,RED: first_blood,RED: dragon,RED: herald,RED: dragon,RED: first_tower_mid,BLUE: first_tower_bot,RED: first_tower_top,RED: herald,RED: first_tower_bot,BLUE: first_tower_mid,RED: second_tower_bot,RED: dragon,RED: dragon,RED: baron,RED: second_tower_top,RED: second_tower_mid,RED: third_tower_mid,RED: third_tower_bot,RED: inhibitor_mid,RED: inhibitor_bot,RED: third_tower_top,RED: inhibitor_top,RED: nexus_tower,RED: nexus_tower,RED: elder_dragon,RED: inhibitor_mid,RED: nexus,,,,,,,,,,,,,,,,,,
49536,RED: first_blood,BLUE: herald,BLUE: dragon,BLUE: first_tower_bot,RED: first_tower_bot,BLUE: herald,RED: dragon,BLUE: first_tower_mid,BLUE: first_tower_top,RED: first_tower_top,BLUE: baron,RED: first_tower_mid,RED: second_tower_mid,BLUE: second_tower_top,BLUE: second_tower_mid,BLUE: second_tower_bot,BLUE: dragon,BLUE: third_tower_bot,BLUE: inhibitor_bot,BLUE: third_tower_top,BLUE: inhibitor_top,BLUE: baron,BLUE: third_tower_mid,BLUE: dragon,BLUE: inhibitor_mid,BLUE: nexus_tower,BLUE: inhibitor_bot,RED: baron,RED: dragon,RED: second_tower_top,RED: second_tower_bot,RED: third_tower_bot,BLUE: baron,BLUE: inhibitor_mid,BLUE: inhibitor_bot,BLUE: nexus_tower,BLUE: nexus,,,,,,,,
49537,RED: first_blood,RED: dragon,BLUE: herald,RED: dragon,BLUE: herald,RED: first_tower_mid,BLUE: dragon,BLUE: first_tower_bot,BLUE: first_tower_top,RED: first_tower_bot,BLUE: first_tower_mid,BLUE: dragon,RED: baron,BLUE: second_tower_top,BLUE: second_tower_mid,BLUE: third_tower_mid,BLUE: inhibitor_mid,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,,,,,,
49538,RED: first_blood,BLUE: herald,BLUE: first_tower_top,RED: dragon,RED: first_tower_bot,RED: first_tower_mid,RED: dragon,BLUE: herald,BLUE: first_tower_mid,BLUE: first_tower_bot,RED: first_tower_top,BLUE: baron,BLUE: second_tower_mid,RED: dragon,BLUE: third_tower_mid,RED: dragon,BLUE: second_tower_bot,RED: baron,RED: second_tower_top,RED: second_tower_mid,RED: third_tower_mid,BLUE: second_tower_top,RED: inhibitor_mid,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,,,,,,,,,
