golId,result,blueTopGP,blueTopWR,blueTopKDA,blueJungleGP,blueJungleWR,blueJungleKDA,blueMidGP,blueMidWR,blueMidKDA,blueADCGP,blueADCWR,blueADCKDA,blueSupportGP,blueSupportWR,blueSupportKDA,redTopGP,redTopWR,redTopKDA,redJungleGP,redJungleWR,redJungleKDA,redMidGP,redMidWR,redMidKDA,redAdcGP,redAdcWR,redAdcKDA,redSupportGP,redSupportWR,redSupportKDA,BLUE:kill,BLUE:plateBLUE:first_blood,BLUE:dragon,BLUE:herald,BLUE:first_tower_top,BLUE:first_tower_mid,BLUE:first_tower_bot,BLUE:second_tower_top,BLUE:second_tower_mid,BLUE:second_tower_bot,BLUE:third_tower_top,BLUE:third_tower_mid,BLUE:third_tower_bot,BLUE:inhibitor_top,BLUE:inhibitor_mid,BLUE:inhibitor_bot,BLUE:baron,BLUE:elder_dragon,BLUE:nexus_tower,BLUE:nexus,RED:kill,RED:plate,RED:first_blood,RED:dragon,RED:herald,RED:first_tower_top,RED:first_tower_mid,RED:first_tower_bot,RED:second_tower_top,RED:second_tower_mid,RED:second_tower_bot,RED:third_tower_top,RED:third_tower_mid,RED:third_tower_bot,RED:inhibitor_top,RED:inhibitor_mid,RED:inhibitor_bot,RED:baron,RED:elder_dragon,RED:nexus_tower,RED:nexus
49268,1,0,0.0,0.0,13,0.54,2.44,3,0.33,3.0,0,0.0,0.0,1,1.0,2.5,0,0.0,0.0,15,0.4,6.7,0,0.0,0.0,2,0.5,2.33,0,0.0,0.0,9,0,1,0,0,0,0,1,0,1,1,1,1,1,2,1,1,0,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49269,1,4,0.75,6.2,0,0.0,0.0,1,1.0,9.0,2,0.5,2.33,2,0.0,4.0,13,0.69,2.68,2,0.0,14.0,3,0.33,3.0,0,0.0,0.0,0,0.0,0.0,5,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
49270,1,3,0.33,13.5,2,0.5,6.67,2,0.5,23.0,2,0.0,17.0,0,0.0,0.0,0,0.0,0.0,8,0.62,1.88,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,7,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49267,1,4,0.5,5.17,6,0.83,7.0,1,1.0,9.0,8,0.25,18.25,2,0.0,4.0,13,0.69,2.68,8,0.5,2.86,3,0.67,2.0,0,0.0,0.0,9,0.67,2.07,8,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,0,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
49279,1,11,0.55,5.12,16,0.44,5.11,3,1.0,9.33,4,0.75,2.71,3,0.67,2.15,12,0.5,3.14,9,0.44,5.16,3,0.67,7.6,4,0.0,5.62,0,0.0,0.0,6,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49271,0,8,0.38,3.06,11,0.45,2.81,3,0.67,1.0,0,0.0,0.0,2,0.5,1.86,0,0.0,0.0,6,0.67,7.14,0,0.0,0.0,12,0.58,9.0,11,0.55,16.25,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,1,2,0,2,1
49281,0,10,0.5,3.6,2,1.0,21.0,3,0.0,27.0,19,0.63,7.57,12,0.75,6.44,5,0.2,5.71,1,0.0,3.5,0,0.0,0.0,0,0.0,0.0,2,0.0,11.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,2,1
49280,1,5,0.2,5.71,16,0.75,3.62,0,0.0,0.0,4,0.0,5.62,0,0.0,0.0,1,0.0,5.0,1,1.0,8.0,3,1.0,9.33,4,0.75,2.71,4,0.5,7.5,5,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49284,1,8,0.38,5.07,4,0.25,5.44,7,0.71,3.28,13,0.31,4.48,0,0.0,0.0,5,0.6,4.25,3,0.33,5.33,5,0.6,3.44,18,0.39,5.83,1,0.0,18.0,7,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49283,1,4,0.75,3.78,14,0.57,5.19,6,0.5,3.15,13,0.31,4.48,0,0.0,0.0,4,0.5,3.17,3,0.33,5.33,5,0.6,3.44,18,0.39,5.83,1,0.0,18.0,3,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49282,1,4,0.5,3.17,14,0.57,2.68,4,0.75,2.42,1,1.0,1.5,13,0.38,5.56,4,0.75,3.78,6,0.33,3.85,2,0.5,4.67,1,0.0,4.67,8,1.0,3.04,11,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,2,0,2,1,4,0,0,3,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0
49291,0,1,0.0,2.67,2,0.0,1.86,0,0.0,0.0,2,0.5,1.78,0,0.0,0.0,10,0.6,2.88,0,0.0,0.0,0,0.0,0.0,3,0.33,25.0,1,1.0,0.67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1
49294,1,13,0.54,2.63,2,0.5,22.0,0,0.0,0.0,5,0.6,2.25,4,0.75,6.0,1,1.0,1.25,0,0.0,0.0,6,0.33,4.57,3,0.33,3.38,2,1.0,13.0,9,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,2,1,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49292,1,9,0.56,1.15,0,0.0,0.0,0,0.0,0.0,1,1.0,1.0,5,0.4,2.64,4,0.5,16.5,6,0.17,4.11,3,0.67,32.0,3,0.33,5.33,5,0.8,6.71,6,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,2,1,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49296,1,7,0.29,6.38,10,0.5,4.39,4,0.5,3.15,15,0.6,6.0,1,1.0,8.0,3,0.67,5.25,4,0.5,2.64,8,0.75,3.19,3,0.33,3.38,1,0.0,3.33,6,0,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49295,1,9,0.44,4.81,4,0.5,2.64,8,0.75,3.19,5,0.6,3.36,2,0.5,3.75,0,0.0,0.0,23,0.43,3.65,2,0.5,20.0,6,0.33,5.0,1,1.0,8.0,7,0,2,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49353,0,1,0.0,5.0,0,0.0,0.0,3,0.67,10.0,1,1.0,9.0,6,0.83,4.2,1,0.0,9.0,6,0.17,4.0,1,1.0,1.5,3,0.67,15.0,0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,2,1
49293,1,1,0.0,1.5,3,0.67,9.67,3,0.67,32.0,5,0.4,4.73,4,0.25,8.2,9,0.56,1.15,7,0.71,2.38,0,0.0,0.0,1,0.0,4.0,1,0.0,1.2,14,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,2,1,9,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0
49442,1,1,1.0,1.0,1,0.0,7.0,3,0.67,2.38,2,1.0,0.4,2,1.0,17.0,2,0.0,4.33,3,0.33,2.36,2,0.5,22.0,1,0.0,7.0,2,0.5,29.0,7,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,2,1,7,0,0,2,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
49447,1,9,0.44,2.74,2,0.5,7.75,2,0.5,1.75,2,0.5,4.0,2,0.5,6.75,8,0.75,3.33,0,0.0,0.0,1,1.0,14.0,2,0.5,2.57,5,0.6,2.82,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49355,0,2,1.0,3.4,7,0.71,4.5,0,0.0,0.0,2,0.5,21.0,2,0.5,11.5,0,0.0,0.0,2,0.0,27.0,1,1.0,1.6,10,0.6,5.81,9,0.67,5.44,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,2,1
49354,1,0,0.0,0.0,0,0.0,0.0,3,0.67,10.0,2,0.5,21.0,2,0.5,11.5,7,0.57,2.53,0,0.0,0.0,1,1.0,1.6,2,0.5,21.0,2,0.5,0.67,17,0,2,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,2,1,8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
49533,0,2,1.0,1.75,0,0.0,0.0,1,0.0,3.67,3,0.67,1.14,0,0.0,0.0,1,1.0,2.4,3,0.33,5.71,0,0.0,0.0,1,0.0,2.2,1,0.0,2.2,10,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,14,0,0,2,0,1,1,1,1,1,1,0,1,0,0,2,0,1,0,2,1
49532,1,2,1.0,6.67,8,0.62,2.17,1,1.0,1.5,3,0.0,8.0,0,0.0,0.0,5,0.8,2.32,3,0.67,14.5,1,1.0,9.0,1,0.0,0.71,4,1.0,5.12,17,0,2,0,1,0,0,0,1,1,0,1,1,0,1,1,2,0,2,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49535,0,4,0.5,3.1,0,0.0,0.0,0,0.0,0.0,1,1.0,1.33,2,0.0,4.17,4,0.5,3.92,1,1.0,0.75,1,0.0,2.5,1,0.0,2.0,4,0.5,3.5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0,0,0,1,1,0,1,1,1,1,2,1,1,1,2,1
49537,1,0,0.0,0.0,1,1.0,0.75,0,0.0,0.0,0,0.0,0.0,10,0.6,3.75,1,1.0,2.8,0,0.0,0.0,1,1.0,18.0,0,0.0,0.0,1,1.0,1.33,14,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
49534,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,6,0.5,4.86,0,0.0,0.0,3,0.33,1.82,4,0.75,4.36,0,0.0,0.0,11,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,13,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,2,1
49538,0,0,0.0,0.0,0,0.0,0.0,3,0.67,5.8,11,0.64,5.3,12,0.58,4.29,2,0.5,3.75,2,0.5,10.0,2,0.5,1.6,2,0.5,1.33,2,0.0,4.17,3,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,12,0,0,2,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,2,1
49539,0,3,0.67,1.2,0,0.0,0.0,0,0.0,0.0,2,1.0,2.67,2,1.0,1.5,0,0.0,0.0,1,0.0,1.0,1,0.0,6.5,0,0.0,0.0,0,0.0,0.0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,2,0,0,0,0,1,1,1,0,1,1,0,1,1,2,0,2,1
49541,1,6,0.5,4.86,0,0.0,0.0,3,0.33,1.82,4,0.75,4.36,0,0.0,0.0,2,1.0,0.75,0,0.0,0.0,1,0.0,3.67,1,0.0,3.0,0,0.0,0.0,6,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49540,1,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,7,0.29,11.0,0,0.0,0.0,9,0.56,2.67,0,0.0,0.0,7,0.86,6.15,0,0.0,0.0,11,0,2,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49542,1,1,1.0,1.6,6,1.0,5.18,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,7,0.71,4.24,4,0.5,2.46,3,0.33,4.5,0,0.0,0.0,13,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49544,1,0,0.0,0.0,4,0.75,8.0,4,0.5,13.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.0,1.67,3,0.33,4.5,0,0.0,0.0,7,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49591,0,7,0.71,1.85,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,0.5,7.0,1,1.0,0.4,9,0.67,5.78,2,0.5,3.67,11,0.55,6.0,10,0.6,5.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,2,1
49543,1,0,0.0,0.0,0,0.0,0.0,1,0.0,1.67,3,0.33,4.5,0,0.0,0.0,5,0.8,3.62,3,0.33,4.4,7,0.71,6.5,0,0.0,0.0,0,0.0,0.0,19,0,2,0,0,1,1,0,1,0,0,1,0,0,2,0,3,0,2,1,21,0,0,2,0,1,1,0,1,1,1,1,1,0,1,2,0,0,0,1,0
52777,1,9,0.56,2.42,2,1.0,2.4,0,0.0,0.0,7,0.71,3.41,3,1.0,3.0,2,0.0,0.57,2,1.0,1.0,0,0.0,0.0,0,0.0,0.0,2,0.5,0.64,5,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49711,1,3,0.67,8.67,10,0.6,4.7,8,0.88,4.12,3,0.67,1.91,1,1.0,17.0,3,0.67,3.0,0,0.0,0.0,0,0.0,0.0,1,0.0,5.0,2,0.5,2.71,8,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49592,1,9,0.89,8.46,5,0.4,8.88,9,0.56,6.67,7,0.43,3.13,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,4,0.5,4.0,1,0.0,0.75,2,0.5,1.87,10,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,2,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49798,1,8,0.38,4.54,8,0.5,3.32,4,0.75,5.86,14,0.43,4.21,3,1.0,8.67,1,1.0,5.0,13,0.54,3.2,2,0.5,3.4,0,0.0,0.0,0,0.0,0.0,10,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,2,0,2,1,10,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
49799,0,1,1.0,5.0,6,0.5,3.0,1,1.0,6.0,5,0.6,2.9,5,0.4,2.92,3,0.67,2.4,2,0.0,5.25,5,0.6,3.47,14,0.43,4.21,3,1.0,8.67,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,2,1
52778,0,5,0.8,2.92,1,1.0,0.5,0,0.0,0.0,5,0.4,10.14,7,0.57,2.75,2,0.5,26.0,5,0.6,10.29,8,0.62,11.89,7,0.57,8.8,2,0.5,14.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2,0,0,0,0,1,1,1,1,1,0,0,2,0,1,0,2,1
49804,1,0,0.0,0.0,4,0.75,8.4,5,0.8,9.14,9,0.44,5.46,5,0.4,8.57,9,0.56,1.45,9,0.56,2.61,2,1.0,4.4,13,0.31,3.14,0,0.0,0.0,4,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49805,1,6,0.5,2.0,9,0.56,2.61,5,0.8,1.27,6,0.5,1.54,2,0.5,2.5,10,0.5,12.0,0,0.0,0.0,1,0.0,9.0,15,0.27,8.94,6,0.83,7.5,6,0,2,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,2,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49802,0,9,0.33,2.52,12,0.42,2.76,7,0.86,3.62,1,1.0,11.0,3,0.33,1.13,0,0.0,0.0,12,0.75,3.23,13,0.62,3.42,0,0.0,0.0,3,0.67,6.75,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,2,1
49806,0,0,0.0,0.0,1,0.0,8.0,0,0.0,0.0,9,0.56,6.19,1,1.0,10.0,9,0.56,1.45,1,0.0,3.5,5,0.8,1.27,6,0.5,1.54,3,0.67,1.6,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,2,1
49801,1,4,0.75,3.5,0,0.0,0.0,13,0.62,3.42,15,0.4,4.89,3,0.67,6.75,0,0.0,0.0,1,1.0,0.33,7,0.86,3.62,1,1.0,11.0,3,0.33,1.13,13,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,2,1,11,0,0,2,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0
49808,0,14,0.5,3.17,13,0.54,1.61,0,0.0,0.0,6,0.5,0.81,0,0.0,0.0,9,0.44,3.61,17,0.76,3.9,6,0.67,4.17,9,0.44,6.17,13,0.46,4.96,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,2,1
49807,0,1,1.0,1.0,8,0.75,2.56,0,0.0,0.0,1,1.0,8.0,1,1.0,7.0,14,0.57,2.76,3,0.67,16.5,6,0.5,3.93,16,0.44,4.53,3,0.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,2,1
49817,0,8,0.38,3.0,8,0.5,2.04,0,0.0,0.0,8,0.5,2.29,3,0.33,1.0,4,0.5,2.18,15,0.6,5.39,3,0.67,4.0,6,0.67,4.21,6,0.33,4.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,2,1
49811,0,1,1.0,11.0,0,0.0,0.0,3,0.67,1.75,3,0.33,1.64,8,0.75,1.95,11,0.45,3.0,17,0.47,5.54,8,0.25,4.12,1,0.0,12.0,4,0.75,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,2,1
49810,0,12,0.58,1.34,0,0.0,0.0,2,0.5,2.0,3,0.33,1.64,0,0.0,0.0,11,0.45,3.0,17,0.47,5.54,8,0.25,4.12,1,0.0,12.0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,2,1
49816,0,7,0.57,2.33,11,0.64,2.62,3,1.0,3.43,8,0.5,2.29,0,0.0,0.0,5,0.8,3.9,1,0.0,4.5,15,0.6,3.56,8,1.0,3.57,9,1.0,2.87,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,2,0,1,0,0,1,1,1,0,1,0,0,1,0,2,0,2,1
49820,0,0,0.0,0.0,0,0.0,0.0,2,0.5,3.6,1,1.0,0.0,6,0.83,3.75,13,0.38,4.21,7,0.86,7.33,7,0.57,10.0,20,0.6,6.69,5,0.6,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,2,1
49882,0,5,0.4,3.67,3,0.67,2.7,2,0.0,5.0,2,0.0,6.5,11,0.64,3.9,0,0.0,0.0,4,0.5,2.79,1,0.0,7.0,0,0.0,0.0,2,0.0,3.12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,2,2,0,2,1
49822,1,5,0.6,7.33,0,0.0,0.0,7,0.71,11.25,2,0.5,2.33,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.0,1.67,7,0.57,4.64,0,0.0,0.0,8,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,2,1,2,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
49823,0,0,0.0,0.0,9,0.67,2.81,3,0.33,1.5,1,1.0,2.5,2,0.5,9.0,5,0.6,2.0,10,0.4,5.71,7,0.71,11.25,1,0.0,7.0,7,0.86,6.3,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,2,1
49819,0,0,0.0,0.0,0,0.0,0.0,2,0.5,3.6,1,1.0,0.0,0,0.0,0.0,13,0.38,4.21,7,0.86,7.33,7,0.57,10.0,3,0.0,11.0,7,0.57,6.5,10,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,2,1
49883,0,0,0.0,0.0,3,1.0,0.45,0,0.0,0.0,9,0.67,6.73,5,1.0,4.82,4,0.75,6.0,0,0.0,0.0,2,0.0,15.5,2,0.5,6.4,0,0.0,0.0,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,13,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,2,1
49884,0,2,0.5,7.5,0,0.0,0.0,0,0.0,0.0,2,0.5,6.0,1,0.0,7.0,3,0.67,2.22,0,0.0,0.0,0,0.0,0.0,1,0.0,3.0,1,0.0,4.33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,2,1
49885,1,7,0.43,2.13,5,1.0,3.27,3,0.67,3.0,8,0.88,5.6,1,1.0,27.0,0,0.0,0.0,1,1.0,7.0,5,0.4,2.8,6,0.17,5.31,0,0.0,0.0,7,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
49887,1,2,0.5,2.7,4,0.75,2.25,1,0.0,2.75,0,0.0,0.0,0,0.0,0.0,2,0.0,7.5,0,0.0,0.0,0,0.0,0.0,1,1.0,1.67,0,0.0,0.0,11,0,2,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,2,1,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
49888,1,7,0.43,2.13,5,0.6,3.23,3,0.67,3.0,4,0.25,13.67,1,1.0,1.0,0,0.0,0.0,0,0.0,0.0,1,0.0,4.0,7,0.57,5.23,11,0.64,3.9,10,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49889,0,7,0.29,2.69,0,0.0,0.0,0,0.0,0.0,2,0.5,6.4,0,0.0,0.0,0,0.0,0.0,6,0.17,3.71,1,0.0,1.75,4,0.0,5.82,5,0.4,7.12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,2,1
49886,0,2,0.5,2.4,0,0.0,0.0,0,0.0,0.0,3,0.33,2.67,4,0.0,7.29,0,0.0,0.0,1,0.0,2.0,2,1.0,7.67,0,0.0,0.0,2,0.5,9.0,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2,0,0,1,1,1,1,1,0,1,1,0,0,1,2,0,2,1
49910,1,9,0.44,5.53,1,0.0,1.33,0,0.0,0.0,9,0.56,8.09,0,0.0,0.0,1,0.0,9.0,0,0.0,0.0,5,1.0,12.75,8,0.62,6.46,8,0.62,17.83,8,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,2,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
49891,0,1,0.0,8.0,1,1.0,0.33,1,1.0,3.0,4,0.5,1.75,0,0.0,0.0,5,0.4,1.55,3,1.0,0.45,3,1.0,3.75,9,0.67,6.73,0,0.0,0.0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,2,1
49890,0,3,1.0,3.0,0,0.0,0.0,1,1.0,16.0,6,0.67,5.75,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.0,3.33,0,0.0,0.0,2,0.5,9.0,5,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,1,0,0,1,1,1,0,1,1,0,1,2,2,0,2,1
49901,1,13,0.46,5.21,1,1.0,4.0,0,0.0,0.0,8,0.62,5.87,7,0.57,6.5,12,0.58,2.57,13,0.62,2.24,3,0.67,2.57,1,0.0,2.33,0,0.0,0.0,7,0,1,0,0,0,0,1,0,0,1,1,0,1,2,1,1,0,2,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
49911,1,0,0.0,0.0,2,0.0,3.0,1,0.0,15.0,1,0.0,15.0,0,0.0,0.0,0,0.0,0.0,5,0.8,2.77,2,0.5,7.5,10,0.8,3.53,3,1.0,5.57,12,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,2,0,2,1,4,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
49902,0,0,0.0,0.0,13,0.62,2.24,1,1.0,15.0,0,0.0,0.0,0,0.0,0.0,13,0.46,5.21,9,0.33,3.96,8,0.75,5.88,2,0.5,26.0,4,0.75,6.0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,2,1
49913,1,2,1.0,1.57,0,0.0,0.0,0,0.0,0.0,6,0.5,5.23,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,5,0.2,2.31,0,0.0,0.0,6,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
