game,blueTopGP,blueTopWR,blueTopKDA,blueJungleGP,blueJungleWR,blueJungleKDA,blueMidGP,blueMidWR,blueMidKDA,blueADCGP,blueADCWR,blueADCKDA,blueSupportGP,blueSupportWR,blueSupportKDA,redTopGP,redTopWR,redTopKDA,redJungleGP,redJungleWR,redJungleKDA,redMidGP,redMidWR,redMidKDA,redAdcGP,redAdcWR,redAdcKDA,redSupportGP,redSupportWR,redSupportKDA,result
ESPORTSTMNT02_3217072,4,0.75,5.33,0,0,0,1,0.0,1.5,0,0,0,3,0.0,10.0,3,0.33,1.46,3,1.0,8.25,4,0.5,12.33,5,0.4,4.44,0,0,0,0
ESPORTSTMNT02_3208937,11,0.27,2.76,0,0,0,5,0.2,4.3,9,0.78,3.81,6,0.5,3.53,0,0,0,0,0,0,0,0,0,1,0.0,14.0,0,0,0,0
ESPORTSTMNT03_3128105,3,0.33,3.89,4,0.5,5.75,0,0,0,1,0.0,2.67,1,0.0,3.0,0,0,0,0,0,0,0,0,0,1,1.0,20.0,0,0,0,0
ESPORTSTMNT03_3115323,2,1.0,4.75,1,1.0,5.0,3,0.67,5.4,0,0,0,1,0.0,7.0,4,0.25,5.0,4,0.75,4.2,4,0.75,5.67,5,0.4,2.33,2,0.0,0.92,1
ESPORTSTMNT06_2822451,3,0.67,3.3,2,0.5,2.4,3,1.0,4.4,1,1.0,0.83,2,1.0,2.2,0,0,0,3,0.33,7.8,5,0.6,5.17,4,0.75,4.83,6,0.5,4.05,1
ESPORTSTMNT03_3103049,3,0.33,3.5,1,1.0,3.67,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0,0,0,0,0,0,0,0,0,1
ESPORTSTMNT03_3198271,11,0.45,4.59,0,0,0,5,0.8,18.25,2,1.0,14.5,6,0.67,6.45,1,1.0,8.0,0,0,0,3,0.67,3.5,1,1.0,2.75,0,0,0,1
ESPORTSTMNT01_3407478,9,0.44,2.44,12,0.58,3.32,15,0.47,3.79,14,0.71,3.58,4,0.75,2.67,7,0.29,2.93,16,0.38,2.78,4,0.25,2.67,5,0.2,11.8,6,0.33,2.7,1
ESPORTSTMNT01_3325232,3,0.67,8.75,0,0,0,0,0,0,1,1.0,2.0,0,0,0,2,0.5,1.83,7,0.86,5.36,4,1.0,12.0,2,1.0,2.25,2,1.0,14.0,0
ESPORTSTMNT01_3386275,0,0,0,0,0,0,0,0,0,2,0.5,0.91,4,0.5,1.65,2,1.0,7.0,6,0.83,2.65,0,0,0,3,0.33,7.75,1,1.0,2.67,0
ESPORTSTMNT04_2679070,2,0.5,1.17,3,1.0,3.62,3,1.0,3.0,4,0.75,10.67,4,0.75,6.33,7,0.14,5.82,0,0,0,9,0.67,6.08,5,0.6,5.7,5,0.4,4.6,0
ESPORTSTMNT01_3333801,7,0.43,3.07,5,0.6,5.0,0,0,0,1,0.0,14.0,1,1.0,14.0,1,0.0,2.25,1,1.0,0.2,2,0.0,2.25,3,0.67,2.25,3,0.67,10.0,1
ESPORTSTMNT01_3375039,0,0,0,1,0.0,0.0,0,0,0,0,0,0,8,0.5,4.24,3,0.33,5.67,2,0.5,1.83,1,1.0,9,5,0.6,3.85,8,0.5,7.5,0
ESPORTSTMNT01_3385176,3,1.0,1.57,3,0.67,0.78,1,1.0,10.0,0,0,0,2,0.0,0.6,14,0.64,3.26,11,0.55,4.79,5,0.6,6.75,17,0.41,4.64,4,0.0,13.33,0
ESPORTSTMNT05_3223181,3,0.33,0.9,5,0.4,3.14,0,0,0,6,0.67,5.64,4,0.25,3.33,0,0,0,1,1.0,1.5,0,0,0,0,0,0,1,0.0,1.0,0
ESPORTSTMNT01_3409908,1,0.0,15,7,0.57,4.5,7,0.43,2.67,11,0.55,10.11,0,0,0,8,0.62,3.0,3,0.33,3.0,1,1.0,2.0,4,1.0,10.6,3,1.0,4.0,0
ESPORTSTMNT01_3416179,0,0,0,9,0.67,5.81,2,0.0,25,6,0.5,9.56,6,0.5,4.6,1,0.0,1.5,6,0.33,6.6,6,0.5,3.24,5,0.6,4.89,4,0.75,1.81,1
ESPORTSTMNT02_3231856,11,0.55,3.17,0,0,0,11,0.45,8.11,5,0.6,14.75,6,0.5,9.88,3,0.67,3.5,7,0.71,4.47,8,1.0,5.27,14,0.71,5.8,4,0.75,1.54,1
ESPORTSTMNT01_3417324,11,0.73,2.08,1,0.0,2.75,15,0.4,3.93,11,0.36,4.32,1,1.0,2.0,8,0.75,6.62,5,0.8,14.17,4,1.0,8.0,0,0,0,17,0.53,5.03,1
ESPORTSTMNT02_3168336,1,1.0,9,4,0.75,4.0,3,0.67,2.75,2,1.0,16.5,1,0.0,0.2,0,0,0,1,1.0,15.0,0,0,0,0,0,0,2,0.5,5.0,1
ESPORTSTMNT02_3232866,2,0.5,9.5,2,0.5,24.0,7,0.29,12.0,12,0.33,6.74,5,1.0,4.29,4,0.5,2.33,10,0.5,6.39,1,0.0,10,4,0.5,4.1,7,0.43,6.62,0
ESPORTSTMNT03_3195975,6,0.5,1.93,2,0.5,14.5,4,0.5,27.5,5,0.4,4.71,1,1.0,0.6,13,0.38,1.38,1,0.0,1.67,5,0.8,2.86,5,0.4,2.12,2,0.5,0.57,1
ESPORTSTMNT01_3342624,3,0.33,3.57,0,0,0,1,1.0,2.5,6,0.5,4.93,0,0,0,1,1.0,16.0,7,0.57,2.35,0,0,0,0,0,0,0,0,0,1
ESPORTSTMNT01_3368322,2,1.0,6.67,8,0.62,2.17,1,1.0,1.5,3,0.0,8.0,0,0,0,5,0.8,2.32,3,0.67,14.5,1,1.0,9,1,0.0,0.71,4,1.0,5.12,1
ESPORTSTMNT01_3308381,1,1.0,12.0,5,0.4,5.4,4,0.5,4.22,1,1.0,14,1,1.0,7.0,6,0.67,4.89,3,0.67,1.6,0,0,0,1,1.0,4.0,0,0,0,1
ESPORTSTMNT02_3159397,2,1.0,16.0,2,1.0,6.0,2,1.0,6.67,1,1.0,12,3,0.67,12.0,1,0.0,12.0,0,0,0,1,0.0,12,4,0.5,5.25,2,0.5,4.0,1
ESPORTSTMNT03_3100935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPORTSTMNT03_3115657,1,0.0,10.0,6,0.33,5.55,1,0.0,10.0,6,0.67,4.75,6,0.17,2.73,0,0,0,3,0.67,8.25,1,1.0,14,0,0,0,1,0.0,0.5,0
ESPORTSTMNT02_3191553,8,0.25,3.32,3,0.33,2.33,1,1.0,5.0,13,0.46,4.68,1,1.0,11.0,5,0.2,3.07,2,1.0,1.56,5,0.6,7.5,4,0.75,3.08,8,0.38,3.54,1
ESPORTSTMNT02_3212243,1,1.0,3.5,0,0,0,4,0.75,5.67,4,0.5,6.67,1,0.0,19,2,1.0,2.62,0,0,0,0,0,0,4,0.75,2.25,0,0,0,1
ESPORTSTMNT01_3417469,2,1.0,0.62,5,0.2,4.27,6,0.5,4.94,9,0.44,6.42,2,0.5,2.33,12,0.75,6.64,3,0.0,12.33,4,0.75,5.67,15,0.6,7.83,13,0.62,6.15,0
ESPORTSTMNT02_3217904,9,0.44,3.07,6,0.33,4.5,7,0.57,4.3,15,0.53,3.26,0,0,0,13,0.62,5.89,21,0.43,6.72,9,0.44,6.42,2,1.0,32.0,10,0.6,4.69,0
ESPORTSTMNT02_3224027,6,0.33,9.0,1,0.0,3.0,5,0.4,2.91,1,0.0,1.0,2,0.5,2.86,8,0.5,3.18,14,0.43,4.44,3,0.33,35,3,0.0,11.0,1,1.0,10.0,1
ESPORTSTMNT03_3195090,1,1.0,0.75,0,0,0,3,0.67,2.73,2,0.0,4.75,2,0.5,1.31,4,0.5,1.0,6,0.67,2.75,4,0.5,3.25,6,0.5,3.32,4,0.75,2.1,0
ESPORTSTMNT01_3408529,21,0.38,2.19,12,0.5,1.47,4,0.75,2.15,14,0.79,3.45,9,0.44,2.61,6,0.5,8.43,17,0.59,6.52,5,0.8,11.0,0,0,0,13,0.46,4.82,0
ESPORTSTMNT05_3223379,9,0.67,2.76,13,0.54,4.07,2,0.5,5.67,2,1.0,6.0,1,1.0,2.0,2,0.0,5.25,3,1.0,9.0,4,0.25,8.5,4,0.75,10.2,3,0.67,19.0,0
ESPORTSTMNT01_3411014,3,0.67,3.44,19,0.58,7.03,4,0.0,27.0,1,0.0,4.0,8,0.38,5.69,5,0.6,3.92,2,1.0,5.8,6,0.33,2.91,6,0.33,9.0,7,0.57,2.86,1
ESPORTSTMNT05_3241617,9,0.56,1.81,5,1.0,4.2,0,0,0,0,0,0,3,0.67,5.5,0,0,0,0,0,0,10,0.6,3.42,4,0.5,4.71,7,0.43,2.48,1
ESPORTSTMNT03_3126447,3,0.67,8.25,2,1.0,3.0,0,0,0,0,0,0,0,0,0,1,1.0,11.0,6,0.5,3.39,2,0.5,5.33,0,0,0,0,0,0,0
ESPORTSTMNT01_3333820,2,0.5,3.2,2,0.5,12.0,0,0,0,5,0.4,6.1,1,1.0,1.0,1,0.0,1.5,1,1.0,6.0,1,0.0,10.0,0,0,0,2,1.0,11.5,0
ESPORTSTMNT01_3418483,22,0.55,5.03,2,0.5,2.43,0,0,0,7,0.71,5.36,9,0.56,5.26,4,0.75,3.0,5,1.0,6.5,6,0.17,15.4,9,0.78,3.27,7,0.57,7.7,0
ESPORTSTMNT02_3149952,0,0,0,4,0.75,3.5,5,0.6,2.73,3,0.0,7.67,2,0.0,9.0,2,0.5,2.75,1,0.0,6,2,1.0,8.0,6,0.67,21.33,6,0.67,25.33,0
ESPORTSTMNT04_2676180,2,1.0,4.5,22,0.45,3.69,2,1.0,23.0,12,0.5,4.5,3,0.33,2.0,11,0.45,3.5,26,0.46,3.3,9,0.56,2.76,7,0.71,4.76,0,0,0,0
ESPORTSTMNT03_3177889,3,0.67,3.12,11,0.73,3.57,1,1.0,0.67,12,0.5,6.52,1,0.0,7.0,2,0.5,3.0,6,0.67,6.1,2,0.5,1.9,2,0.5,12.0,1,0.0,1.4,1
ESPORTSTMNT01_3412846,4,0.75,2.9,4,0.75,6.25,1,0.0,0.5,5,0.6,3.54,8,0.25,1.54,24,0.33,5.12,20,0.4,8.74,18,0.44,6.44,9,0.78,4.5,6,0.83,2.39,1
ESPORTSTMNT01_3407230,14,0.71,2.9,1,0.0,8.5,16,0.25,4.22,9,0.44,6.54,8,0.38,4.0,0,0,0,13,0.62,6.38,9,0.78,6.14,13,0.46,6.47,6,0.5,3.05,0
ESPORTSTMNT01_3410165,3,1.0,23.5,9,0.67,11.91,2,0.5,10.5,4,1.0,2.0,11,0.55,6.17,9,0.78,1.64,2,0.5,3.33,8,0.5,7.73,0,0,0,4,0.75,8.17,1
ESPORTSTMNT02_3189761,8,0.62,2.7,8,0.38,6.41,1,1.0,6.0,8,0.5,4.76,9,0.44,4.54,0,0,0,2,0.5,2.8,0,0,0,8,0.38,3.32,9,0.44,6.87,1
ESPORTSTMNT01_3417383,7,0.71,5.75,0,0,0,10,0.5,9.33,12,0.5,7.56,2,0.5,12.33,12,0.17,3.16,1,1.0,1.75,6,0.33,11.8,4,0.75,14.67,4,0.5,10.0,0
ESPORTSTMNT04_2666152,3,0.67,16.5,1,1.0,5.67,0,0,0,0,0,0,1,1.0,0.67,0,0,0,3,1.0,1.08,4,0.75,4.09,2,0.5,1.6,1,1.0,0.4,1
ESPORTSTMNT01_3301406,0,0,0,1,0.0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,6,1,1.0,13.0,1,1.0,14,1
ESPORTSTMNT04_2674592,10,0.4,4.5,17,0.47,5.14,7,0.14,6.69,15,0.33,4.07,12,0.42,4.8,7,1.0,10.88,4,0.0,5.67,7,0.71,8.55,7,0.71,6.39,0,0,0,0
ESPORTSTMNT04_2665863,3,0.67,5.2,1,1.0,6.5,1,1.0,12.0,2,0.5,7.67,1,1.0,18.0,0,0,0,0,0,0,2,0.5,2.25,2,0.5,1.33,1,1.0,1.5,1
ESPORTSTMNT04_2679033,3,0.67,3.56,5,0.2,10.57,4,0.25,3.27,10,0.7,6.61,1,1.0,5.0,18,0.5,3.58,18,0.61,2.8,7,0.57,3.09,16,0.56,3.88,7,0.57,5.92,0
ESPORTSTMNT02_3162564,1,0.0,4.0,3,1.0,7.6,3,1.0,5.75,2,1.0,4.75,4,0.75,10.33,1,1.0,8.0,3,1.0,5.33,3,0.67,5.4,1,1.0,0.5,1,1.0,10.0,1
ESPORTSTMNT01_3324401,0,0,0,4,0.25,3.5,0,0,0,1,0.0,12.0,3,1.0,1.87,2,1.0,19,7,0.71,5.29,1,1.0,1.0,7,0.86,5.69,2,1.0,3.25,0
ESPORTSTMNT01_3412584,2,0.5,4.67,1,0.0,5.0,3,0.33,4.25,7,0.29,4.8,0,0,0,3,0.67,8.0,9,0.67,2.34,1,1.0,8.5,7,0.43,5.1,3,1.0,2.77,0
ESPORTSTMNT01_3340668,7,0.71,1.74,1,1.0,15,0,0,0,7,0.43,2.94,6,0.67,13.5,3,1.0,24.0,7,0.43,5.47,2,0.0,2.8,10,0.6,4.56,0,0,0,1
ESPORTSTMNT04_2687596,4,0.5,0.76,4,0.75,8.67,10,0.6,4.55,7,0.43,2.82,2,0.5,4.4,7,0.57,3.0,18,0.44,4.88,13,0.46,7.1,5,0.4,3.91,7,0.43,3.75,1
ESPORTSTMNT02_3219173,4,0.75,2.33,0,0,0,2,0.0,26,5,0.2,5.0,1,0.0,7.5,1,0.0,9,2,1.0,4.0,3,1.0,3.0,2,0.5,2.8,3,0.67,1.93,1
ESPORTSTMNT01_3409605,17,0.53,3.58,6,0.5,5.44,8,0.5,6.64,9,0.44,3.65,10,0.5,4.0,1,0.0,1.0,7,0.14,4.4,6,0.67,4.25,10,0.4,5.28,1,0.0,1.0,0
ESPORTSTMNT03_3194842,3,0.33,5.25,0,0,0,4,0.25,3.36,2,0.5,21.0,4,0.5,1.75,13,0.54,6.5,5,0.6,4.45,3,0.67,5.5,3,0.67,22.5,4,0.75,13.0,0
ESPORTSTMNT06_2819995,3,0.67,3.86,5,0.8,1.62,8,0.62,2.07,2,0.0,6.75,2,0.5,0.25,1,1.0,2.33,2,1.0,13.5,7,0.43,4.75,4,0.5,2.78,5,0.6,7.22,0
ESPORTSTMNT03_3165687,0,0,0,13,0.54,2.44,3,0.33,3.0,0,0,0,1,1.0,2.5,0,0,0,15,0.4,6.7,0,0,0,2,0.5,2.33,0,0,0,1
ESPORTSTMNT04_2674557,13,0.38,3.1,20,0.5,3.15,4,0.5,2.69,3,0.67,5.38,4,0.5,7.4,2,0.5,1.0,0,0,0,0,0,0,2,1.0,7.0,3,1.0,5.33,0
ESPORTSTMNT03_3093289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPORTSTMNT02_3221968,2,0.0,0.4,2,0.0,2.38,2,1.0,0.62,8,0.75,2.13,1,0.0,1.0,3,0.33,16.5,3,0.33,4.0,1,1.0,13,2,1.0,10.5,3,1.0,5.5,0
ESPORTSTMNT02_3219742,20,0.35,4.9,3,0.67,4.2,11,0.36,5.76,6,0.5,20.0,6,0.67,2.62,18,0.39,2.14,7,0.57,5.4,6,0.33,3.69,7,0.86,2.2,6,0.17,2.65,1
ESPORTSTMNT03_3193512,11,0.82,3.79,12,0.67,4.93,6,0.67,3.0,0,0,0,2,0.5,2.88,9,0.78,2.09,4,0.75,6.0,4,0.5,5.88,0,0,0,4,0.25,4.36,1
ESPORTSTMNT06_2822453,1,1.0,1.0,16,0.5,3.93,1,1.0,15.0,0,0,0,8,0.75,2.29,1,1.0,13.0,1,1.0,5.33,2,1.0,5.5,1,1.0,0.83,2,1.0,4.67,1
ESPORTSTMNT04_2687160,22,0.64,3.85,12,0.58,3.64,3,0.33,4.09,8,0.5,4.23,6,0.5,4.11,2,0.5,3.33,1,1.0,4.0,1,1.0,4.33,2,0.5,2.5,0,0,0,0
ESPORTSTMNT02_3187653,0,0,0,1,0.0,16.0,3,0.67,10.25,6,0.67,5.86,0,0,0,4,0.5,5.3,2,0.5,1.88,1,0.0,12.0,4,0.5,9.0,6,0.5,4.24,0
ESPORTSTMNT02_3152402,0,0,0,0,0,0,1,0.0,0.67,1,1.0,13,0,0,0,0,0,0,1,0.0,7.5,2,0.0,6.0,3,0.33,15.0,3,0.33,24.5,1
ESPORTSTMNT03_3192984,12,0.67,3.06,1,1.0,2.0,3,0.0,3.7,2,0.5,3.6,3,0.67,10.6,0,0,0,2,0.5,3.0,4,0.75,3.0,7,0.71,1.42,1,1.0,2.2,1
ESPORTSTMNT02_3216741,6,0.5,1.18,0,0,0,2,0.5,3.5,9,0.33,5.71,0,0,0,7,0.57,2.8,9,0.56,3.15,9,0.56,5.77,19,0.42,5.06,1,1.0,1.0,0
ESPORTSTMNT02_3228679,9,0.89,2.13,0,0,0,2,0.5,10.0,3,0.33,3.1,5,0.6,2.0,13,0.54,3.14,5,1.0,1.91,8,0.88,5.08,8,0.75,6.29,3,0.33,4.2,1
ESPORTSTMNT02_3233484,19,0.26,3.14,4,0.5,2.13,11,0.45,6.88,9,0.78,5.41,6,0.67,6.75,7,0.29,3.18,8,0.5,2.45,7,0.57,2.95,15,0.47,5.73,1,1.0,2.0,1
ESPORTSTMNT04_2675423,1,0.0,2.0,0,0,0,0,0,0,4,0.75,9.0,0,0,0,7,0.43,4.0,9,0.44,4.74,2,1.0,5.33,7,0.57,5.56,1,1.0,14,1
ESPORTSTMNT04_2674856,5,0.8,5.44,8,1.0,5.29,1,0.0,26.0,9,0.56,4.24,3,0.67,1.9,5,1.0,6.0,0,0,0,0,0,0,5,0.4,9.4,1,1.0,0.5,0
ESPORTSTMNT02_3217365,2,0.5,1.57,4,0.5,1.75,3,0.0,3.5,3,0.33,6.2,0,0,0,2,0.5,17.0,2,1.0,2.71,1,1.0,1.0,0,0,0,0,0,0,1
ESPORTSTMNT02_3220450,1,0.0,2.67,0,0,0,4,0.5,2.25,2,1.0,1.4,5,0.4,3.12,2,0.5,9.0,22,0.64,5.0,10,0.5,5.31,20,0.4,5.34,2,0.5,1.43,0
ESPORTSTMNT02_3190912,2,0.5,6.5,7,0.43,4.2,1,1.0,9.5,9,0.56,4.52,11,0.45,5.75,4,0.5,2.67,8,0.62,2.61,3,0.33,4.6,9,0.44,3.03,4,0.75,7.83,0
ESPORTSTMNT04_2691209,1,0.0,6.0,6,0.5,1.5,2,0.0,2.25,15,0.6,7.28,13,0.62,6.15,6,0.5,7.0,0,0,0,3,0.33,3.25,6,0.67,3.16,3,0.33,5.5,1
ESPORTSTMNT02_3170519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1.25,0,0,0,1,1.0,7.5,1,1.0,6.5,0
ESPORTSTMNT02_3213109,4,0.75,1.4,2,0.5,15.0,11,0.36,3.41,21,0.48,5.54,4,0.75,14.5,1,0.0,10,0,0,0,0,0,0,4,0.25,37.0,3,1.0,12.25,0
ESPORTSTMNT01_3367798,0,0,0,0,0,0,0,0,0,0,0,0,7,0.29,11.0,0,0,0,9,0.56,2.67,0,0,0,7,0.86,6.15,0,0,0,1
ESPORTSTMNT04_2664918,3,0.67,5.2,5,0.4,43.0,3,0.67,6.6,1,0.0,3,3,0.33,2.09,0,0,0,0,0,0,0,0,0,2,0.0,26.0,0,0,0,0
ESPORTSTMNT04_2685487,0,0,0,12,0.67,5.27,5,0.8,5.07,4,0.5,4.25,4,0.5,4.67,4,0.25,2.53,0,0,0,0,0,0,3,0.0,38.0,1,0.0,6.5,1
ESPORTSTMNT02_3228699,3,0.33,5.67,3,1.0,12.5,5,0.4,18.0,0,0,0,2,0.0,7.4,1,0.0,1.5,11,0.82,3.52,0,0,0,7,0.71,4.88,4,0.75,2.33,0
ESPORTSTMNT01_3417173,10,0.5,3.3,7,0.43,6.0,7,0.71,2.14,6,0.83,14.83,4,0.75,4.67,0,0,0,2,0.5,11.0,0,0,0,6,0.33,1.64,6,0.5,4.6,1
ESPORTSTMNT04_2679020,6,0.33,4.5,10,0.7,5.65,1,1.0,2.6,10,0.7,6.61,0,0,0,3,0.67,3.4,18,0.61,2.8,6,0.33,3.25,16,0.56,3.88,7,0.57,5.92,0
ESPORTSTMNT06_2823450,12,0.42,5.26,13,0.54,6.04,3,0.67,12.5,0,0,0,4,0.25,6.14,9,0.67,3.47,20,0.6,5.41,16,0.31,1.74,5,0.6,2.31,6,0.5,3.28,1
ESPORTSTMNT01_3372768,6,0.5,2.0,9,0.56,2.61,5,0.8,1.27,6,0.5,1.54,2,0.5,2.5,10,0.5,12.0,0,0,0,1,0.0,9,15,0.27,8.94,6,0.83,7.5,1
ESPORTSTMNT06_2768870,2,0.5,2.29,1,0.0,1.6,0,0,0,0,0,0,1,0.0,1.33,1,1.0,3.67,3,0.33,23.0,0,0,0,0,0,0,2,0.5,2.38,0
ESPORTSTMNT01_3417429,6,0.17,2.76,2,0.5,3.33,8,0.5,4.79,16,0.38,5.88,12,0.25,4.41,13,0.46,2.22,0,0,0,6,0.67,3.1,0,0,0,0,0,0,0
ESPORTSTMNT02_3231908,4,0.75,4.86,1,1.0,11,1,1.0,9.0,5,0.4,3.29,4,0.5,4.25,15,0.47,3.66,0,0,0,7,0.71,2.29,0,0,0,2,0.0,2.3,0
ESPORTSTMNT04_2667175,0,0,0,2,0.5,10.33,4,0.75,4.09,3,0.67,26.0,3,0.67,19.0,2,0.0,6.5,2,0.5,2.09,0,0,0,4,0.25,4.0,0,0,0,0
ESPORTSTMNT03_3178517,4,0.5,1.28,7,0.57,6.92,1,0.0,2.0,1,0.0,0.5,3,0.33,5.33,8,0.38,4.41,0,0,0,3,0.67,3.5,12,0.42,10.67,1,1.0,4.67,1
ESPORTSTMNT01_3334067,9,0.56,3.21,11,0.45,3.13,1,1.0,1.0,13,0.54,6.68,9,0.67,6.73,3,0.67,1.62,11,0.27,1.71,3,0.33,7.0,4,0.75,2.44,6,0.5,2.67,1
ESPORTSTMNT01_3334143,4,0.5,3.5,2,1.0,3.6,2,0.5,3.33,5,0.2,3.21,2,0.0,6.0,0,0,0,1,0.0,1.8,3,0.0,4.0,7,0.29,4.64,0,0,0,1
ESPORTSTMNT06_2775495,2,0.5,3.2,5,0.6,2.33,1,0.0,6.5,3,1.0,7.0,1,1.0,9.5,4,0.0,3.22,7,0.57,4.43,0,0,0,4,0.5,3.83,4,0.75,3.7,1
ESPORTSTMNT01_3378493,0,0,0,0,0,0,2,1.0,3.83,5,0.8,2.56,2,0.0,16.5,0,0,0,8,0.75,5.33,1,0.0,2.5,4,0.75,1.83,5,0.8,3.67,0
ESPORTSTMNT04_2663877,3,0.67,5.2,5,0.4,43.0,1,1.0,12.0,0,0,0,2,0.5,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ESPORTSTMNT04_2659018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ESPORTSTMNT03_3169305,9,0.44,4.81,4,0.5,2.64,8,0.75,3.19,5,0.6,3.36,2,0.5,3.75,0,0,0,23,0.43,3.65,2,0.5,20.0,6,0.33,5.0,1,1.0,8,1
ESPORTSTMNT03_3111641,1,1.0,0.0,0,0,0,0,0,0,7,0.57,14.0,7,0.57,13.83,2,1.0,2.75,0,0,0,1,0.0,0.5,9,0.67,1.4,4,0.75,2.44,1
ESPORTSTMNT01_3332469,6,0.83,3.45,1,0.0,1.33,1,0.0,4.0,9,0.67,5.69,6,0.67,3.0,1,1.0,2.25,4,0.25,7.12,2,0.5,2.9,5,0.6,7.7,0,0,0,0
ESPORTSTMNT02_3229653,16,0.25,3.12,1,1.0,10,2,1.0,4.0,1,0.0,3.5,3,0.33,4.2,5,0.2,3.0,8,0.62,1.64,4,0.5,2.08,16,0.62,4.31,5,0.6,2.0,0
ESPORTSTMNT01_3376253,14,0.5,3.17,13,0.54,1.61,0,0,0,6,0.5,0.81,0,0,0,9,0.44,3.61,17,0.76,3.9,6,0.67,4.17,9,0.44,6.17,13,0.46,4.96,0
ESPORTSTMNT02_3216144,4,0.5,2.88,2,0.5,1.12,7,0.29,2.59,7,0.43,5.5,1,0.0,11,3,0.67,3.5,10,0.6,5.95,3,0.67,2.44,6,0.67,2.5,5,0.8,3.41,0
ESPORTSTMNT02_3212182,8,0.25,2.86,3,0.33,4.0,4,0.75,4.9,2,0.0,3.5,1,0.0,1.5,1,1.0,10.0,6,0.67,3.64,1,1.0,18.0,5,0.6,2.81,0,0,0,1
ESPORTSTMNT06_2773965,2,1.0,0.75,6,0.67,3.53,3,0.0,3.56,4,1.0,10.2,2,1.0,11.33,2,1.0,6.5,2,0.5,3.12,0,0,0,0,0,0,1,0.0,7.0,0
ESPORTSTMNT05_3223249,4,0.5,2.58,1,1.0,12.0,0,0,0,1,0.0,1.4,2,0.0,5.0,0,0,0,4,0.25,3.47,1,0.0,15,0,0,0,4,0.75,6.83,1
ESPORTSTMNT01_3344015,1,1.0,1.0,3,0.0,4.8,1,1.0,5.0,2,0.5,12.5,4,0.5,2.42,4,0.75,4.57,1,1.0,1.33,1,0.0,2.0,3,0.67,8.75,0,0,0,0
ESPORTSTMNT01_3343206,0,0,0,8,0.5,4.17,2,0.5,22,1,0.0,4.0,0,0,0,0,0,0,6,0.67,6.1,3,0.33,5.75,6,0.5,4.8,0,0,0,1
ESPORTSTMNT01_3415991,17,0.65,4.36,5,0.8,6.78,3,0.67,1.73,23,0.7,4.29,6,0.17,8.11,27,0.41,4.04,3,0.0,20.5,11,0.73,4.81,21,0.52,9.55,13,0.62,4.67,1
ESPORTSTMNT03_3195191,8,0.5,2.04,0,0,0,0,0,0,5,0.2,10.0,1,0.0,0.0,12,0.67,3.06,1,1.0,0.5,11,0.27,5.6,0,0,0,4,0.5,11.75,0
ESPORTSTMNT01_3341080,4,0.25,4.38,3,0.67,2.3,2,0.5,16.0,3,0.67,4.86,3,0.67,4.5,0,0,0,0,0,0,2,1.0,25,5,0.8,7.25,7,0.71,5.87,0
ESPORTSTMNT01_3338151,5,0.6,3.1,1,1.0,4.25,2,0.5,20.0,4,0.5,3.3,0,0,0,0,0,0,1,0.0,4.0,2,0.5,23.0,3,0.33,9.5,1,0.0,6.0,0
ESPORTSTMNT01_3341050,3,0.0,9.33,11,0.45,5.08,0,0,0,2,0.5,13.0,2,0.0,4.75,1,0.0,0.0,2,1.0,3.17,3,0.33,5.2,6,0.67,6.2,5,0.6,3.44,1
ESPORTSTMNT01_3309516,0,0,0,1,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,1.17,1,0.0,1.17,1,0.0,4.33,2,0.0,6.0,1
ESPORTSTMNT05_3222650,15,0.6,3.23,5,1.0,4.89,1,1.0,16.0,2,0.5,6.4,5,0.6,2.17,1,0.0,0.8,6,0.5,2.17,2,1.0,7.0,0,0,0,0,0,0,1
ESPORTSTMNT01_3376571,2,0.0,2.8,4,0.5,1.55,3,0.67,4.83,2,0.5,4.5,1,1.0,8,1,0.0,1.0,3,0.33,3.25,0,0,0,5,0.4,2.91,4,0.5,3.78,0
ESPORTSTMNT02_3231599,6,0.17,2.44,3,1.0,4.6,6,0.67,3.17,20,0.55,4.82,7,0.57,2.62,19,0.26,3.14,4,0.5,2.13,11,0.45,6.88,11,0.64,4.04,5,0.4,4.89,1
ESPORTSTMNT04_2677232,16,0.38,3.58,28,0.43,3.35,7,0.29,3.89,9,0.67,5.71,11,0.82,6.62,8,0.38,5.64,6,0.33,5.14,7,0.57,12.29,12,0.67,8.5,3,0.67,4.62,0
ESPORTSTMNT06_2767440,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0,0,0,1,0.0,1.67,0,0,0,0,0,0,0,0,0,1
