golId,game,event1,event2,event3,event4,event5,event6,event7,event8,event9,event10,event11,event12,event13,event14,event15,event16,event17,event18,event19,event20,event21,event22,event23,event24,event25,event26,event27,event28,event29,event30,event31,event32,event33,event34,event35,event36,event37,event38,event39,event40,event41,event42,event43,event44,event45,blueTopGP,blueTopWR,blueTopKDA,blueJungleGP,blueJungleWR,blueJungleKDA,blueMidGP,blueMidWR,blueMidKDA,blueADCGP,blueADCWR,blueADCKDA,blueSupportGP,blueSupportWR,blueSupportKDA,redTopGP,redTopWR,redTopKDA,redJungleGP,redJungleWR,redJungleKDA,redMidGP,redMidWR,redMidKDA,redAdcGP,redAdcWR,redAdcKDA,redSupportGP,redSupportWR,redSupportKDA,result
36941,ESPORTSTMNT01_2698440,RED: dragon,RED: herald,BLUE: first_blood,RED: first_tower_bot,RED: dragon,RED: first_tower_mid,RED: herald,RED: first_tower_top,BLUE: first_tower_bot,RED: second_tower_mid,RED: dragon,BLUE: first_tower_top,BLUE: baron,RED: dragon,BLUE: second_tower_top,BLUE: third_tower_top,RED: third_tower_mid,RED: inhibitor_mid,BLUE: baron,BLUE: first_tower_mid,RED: elder_dragon,RED: inhibitor_mid,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,12,0.25,2.8,1,1.0,3.0,0,0.0,0.0,1,0.0,1.6,6,0.0,0.5,0,0.0,0.0,2,0.5,8.7,1
36960,ESPORTSTMNT06_2210164,BLUE: first_blood,RED: herald,BLUE: dragon,RED: first_tower_top,BLUE: first_tower_bot,BLUE: herald,RED: first_tower_bot,RED: second_tower_top,BLUE: first_tower_mid,BLUE: dragon,BLUE: second_tower_mid,BLUE: dragon,BLUE: first_tower_top,BLUE: baron,BLUE: second_tower_bot,BLUE: dragon,BLUE: second_tower_top,BLUE: third_tower_mid,BLUE: inhibitor_mid,BLUE: third_tower_top,BLUE: inhibitor_top,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: baron,BLUE: nexus,,,,,,,,,,,,,,,,,,,,,1,0.0,1.7,16,0.38,3.1,3,0.0,2.0,0,0.0,0.0,14,0.36,2.2,19,0.63,3.3,38,0.39,4.0,0,0.0,0.0,8,1.0,14.6,1,1.0,15.0,0
36961,ESPORTSTMNT06_2210170,RED: first_blood,BLUE: herald,RED: dragon,BLUE: first_tower_top,BLUE: first_tower_bot,BLUE: dragon,RED: herald,RED: first_tower_top,BLUE: first_tower_mid,RED: first_tower_bot,BLUE: second_tower_top,RED: second_tower_bot,RED: dragon,BLUE: baron,BLUE: second_tower_bot,BLUE: second_tower_mid,BLUE: third_tower_bot,BLUE: dragon,BLUE: inhibitor_bot,BLUE: dragon,BLUE: baron,BLUE: third_tower_top,BLUE: third_tower_mid,BLUE: inhibitor_top,BLUE: inhibitor_bot,BLUE: inhibitor_mid,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,2,1.0,7.0,5,0.6,3.0,0,0.0,0.0,17,0.65,6.5,3,1.0,12.3,13,0.77,4.6,12,0.58,6.2,54,0.57,3.5,2,1.0,4.3,9,0.22,1.8,0
36962,ESPORTSTMNT06_2190198,RED: first_blood,BLUE: herald,BLUE: first_tower_top,RED: dragon,RED: first_tower_bot,BLUE: first_tower_mid,RED: dragon,BLUE: herald,BLUE: first_tower_bot,RED: first_tower_mid,BLUE: second_tower_top,RED: first_tower_top,BLUE: dragon,BLUE: baron,BLUE: second_tower_mid,BLUE: third_tower_mid,BLUE: second_tower_bot,BLUE: dragon,BLUE: third_tower_bot,BLUE: inhibitor_bot,BLUE: inhibitor_mid,BLUE: baron,BLUE: third_tower_top,BLUE: inhibitor_top,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,20,0.35,2.1,52,0.6,4.2,18,0.5,4.5,7,0.43,3.4,17,0.53,3.2,8,0.38,1.5,12,0.67,4.8,8,0.5,4.6,1,1.0,12.0,2,0.5,6.0,0
36963,ESPORTSTMNT06_2210177,BLUE: first_blood,BLUE: dragon,BLUE: herald,BLUE: first_tower_top,BLUE: first_tower_bot,BLUE: dragon,BLUE: herald,BLUE: second_tower_bot,BLUE: first_tower_mid,BLUE: second_tower_mid,RED: dragon,BLUE: baron,BLUE: third_tower_bot,BLUE: inhibitor_bot,BLUE: third_tower_mid,BLUE: inhibitor_mid,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0.5,2.4,4,0.5,4.3,32,0.66,3.3,25,0.56,8.0,21,0.52,1.9,1,0.0,0.8,4,0.25,1.5,21,0.57,4.6,3,0.33,3.7,31,0.61,5.6,0
36964,ESPORTSTMNT06_2210192,RED: dragon,BLUE: first_blood,BLUE: herald,BLUE: dragon,BLUE: first_tower_top,RED: first_tower_bot,BLUE: herald,BLUE: first_tower_bot,BLUE: first_tower_mid,RED: dragon,RED: first_tower_mid,RED: baron,RED: first_tower_top,BLUE: dragon,RED: second_tower_mid,RED: third_tower_mid,RED: inhibitor_mid,RED: second_tower_bot,RED: third_tower_bot,RED: inhibitor_bot,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,,,,,,,,,,,,,2,0.5,4.0,3,0.67,5.4,3,0.33,3.6,10,0.6,5.1,25,0.36,2.2,0,0.0,0.0,0,0.0,0.0,29,0.72,5.4,2,1.0,11.0,13,0.69,3.6,1
36965,ESPORTSTMNT06_2190291,BLUE: first_blood,BLUE: herald,RED: dragon,RED: herald,RED: dragon,RED: first_tower_bot,BLUE: first_tower_top,RED: second_tower_bot,RED: first_tower_top,RED: dragon,BLUE: first_tower_mid,BLUE: second_tower_top,BLUE: first_tower_bot,BLUE: dragon,RED: first_tower_mid,RED: dragon,RED: second_tower_mid,RED: third_tower_mid,RED: inhibitor_mid,RED: nexus_tower,BLUE: second_tower_mid,RED: second_tower_top,RED: baron,RED: third_tower_top,RED: third_tower_bot,RED: inhibitor_bot,RED: inhibitor_top,RED: nexus_tower,RED: nexus,,,,,,,,,,,,,,,,,2,1.0,2.0,21,0.29,2.4,9,0.44,4.2,5,0.4,3.4,9,0.22,1.2,12,0.67,2.0,6,0.67,3.4,20,0.6,7.6,18,0.67,6.4,44,0.7,4.5,1
36966,ESPORTSTMNT06_2210313,BLUE: first_blood,RED: dragon,RED: herald,RED: dragon,RED: first_tower_bot,BLUE: herald,BLUE: first_tower_bot,RED: first_tower_top,RED: dragon,RED: first_tower_mid,BLUE: first_tower_top,BLUE: dragon,RED: second_tower_mid,RED: baron,RED: second_tower_bot,BLUE: dragon,RED: second_tower_top,RED: baron,RED: dragon,RED: third_tower_bot,RED: inhibitor_bot,RED: nexus_tower,RED: nexus_tower,RED: third_tower_top,RED: nexus,,,,,,,,,,,,,,,,,,,,,20,0.45,2.8,39,0.38,3.7,20,0.4,3.3,8,0.88,11.8,5,0.8,5.2,21,0.38,2.2,14,0.57,3.0,15,0.53,3.4,8,0.5,4.0,1,0.0,1.7,1
36967,ESPORTSTMNT06_2210305,BLUE: first_blood,RED: dragon,RED: herald,RED: dragon,RED: first_tower_bot,BLUE: first_tower_bot,BLUE: first_tower_top,RED: herald,BLUE: dragon,BLUE: first_tower_mid,BLUE: second_tower_mid,BLUE: dragon,RED: first_tower_mid,BLUE: dragon,RED: baron,RED: first_tower_top,RED: dragon,BLUE: second_tower_top,RED: second_tower_mid,RED: third_tower_mid,RED: inhibitor_mid,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,,,,,,,,,,,,30,0.63,3.7,9,0.78,6.6,11,0.73,6.8,8,0.5,5.1,12,0.75,4.2,1,0.0,1.0,10,0.7,5.1,18,0.61,5.5,3,1.0,11.7,10,0.4,2.7,1
36968,ESPORTSTMNT06_2210314,RED: first_blood,RED: herald,RED: first_tower_mid,RED: dragon,RED: herald,RED: first_tower_top,RED: dragon,RED: first_tower_bot,BLUE: first_tower_top,BLUE: first_tower_bot,RED: baron,RED: dragon,RED: second_tower_mid,RED: baron,RED: third_tower_mid,RED: inhibitor_mid,RED: second_tower_top,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.5,5.0,22,0.64,4.5,9,0.33,2.2,40,0.55,6.6,15,0.4,2.3,1,1.0,3.5,31,0.58,4.3,10,0.6,2.9,3,1.0,16.0,21,0.52,4.6,1
36969,ESPORTSTMNT06_2190345,BLUE: first_blood,RED: dragon,BLUE: herald,BLUE: dragon,BLUE: first_tower_top,BLUE: herald,RED: first_tower_bot,BLUE: first_tower_bot,BLUE: second_tower_top,BLUE: dragon,BLUE: first_tower_mid,BLUE: second_tower_bot,BLUE: second_tower_mid,BLUE: dragon,BLUE: baron,RED: first_tower_top,BLUE: third_tower_bot,BLUE: inhibitor_bot,BLUE: third_tower_mid,BLUE: nexus_tower,BLUE: inhibitor_mid,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,6,0.17,1.6,17,0.65,3.4,0,0.0,0.0,28,0.64,2.2,5,0.6,3.1,1,1.0,7.0,40,0.6,4.6,13,0.31,2.1,22,0.59,4.0,0
37016,ESPORTSTMNT06_2190106,BLUE: dragon,BLUE: herald,BLUE: dragon,BLUE: herald,RED: first_tower_bot,RED: first_blood,BLUE: first_tower_top,RED: dragon,BLUE: first_tower_mid,RED: dragon,RED: first_tower_mid,BLUE: first_tower_bot,BLUE: baron,RED: dragon,BLUE: second_tower_bot,BLUE: second_tower_mid,BLUE: third_tower_bot,BLUE: third_tower_mid,BLUE: inhibitor_mid,RED: first_tower_top,BLUE: dragon,RED: baron,RED: second_tower_mid,RED: third_tower_mid,RED: inhibitor_mid,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,,,,,,,,0,0.0,0.0,1,1.0,4.6,0,0.0,0.0,1,0.0,1.7,11,0.09,2.1,0,0.0,0.0,1,0.0,1.0,1,1.0,14.0,8,0.38,3.8,4,1.0,3.1,1
37017,ESPORTSTMNT06_2190109,BLUE: first_blood,RED: dragon,RED: herald,RED: dragon,BLUE: herald,RED: first_tower_mid,BLUE: first_tower_mid,BLUE: dragon,RED: first_tower_top,RED: first_tower_bot,BLUE: baron,RED: dragon,BLUE: first_tower_top,BLUE: first_tower_bot,BLUE: dragon,BLUE: baron,BLUE: second_tower_bot,BLUE: third_tower_bot,RED: second_tower_mid,BLUE: inhibitor_bot,BLUE: second_tower_mid,BLUE: dragon,BLUE: baron,BLUE: second_tower_top,BLUE: third_tower_top,BLUE: inhibitor_top,BLUE: third_tower_mid,BLUE: inhibitor_mid,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,0,0.0,0.0,1,1.0,7.5,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,0.5,3.5,10,0.5,2.0,0,0.0,0.0,3,0.67,6.6,0,0.0,0.0,0
37018,ESPORTSTMNT06_2190130,RED: first_blood,BLUE: herald,BLUE: dragon,RED: first_tower_top,RED: first_tower_bot,BLUE: dragon,RED: herald,RED: first_tower_mid,RED: dragon,RED: baron,RED: second_tower_mid,RED: second_tower_top,RED: second_tower_bot,RED: third_tower_bot,RED: inhibitor_bot,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.33,1.9,0,0.0,0.0,0,0.0,0.0,2,0.5,12.0,0,0.0,0.0,0,0.0,0.0,3,0.0,1.1,2,0.5,5.0,13,0.77,4.8,11,0.36,2.2,1
37019,ESPORTSTMNT06_2190142,RED: first_blood,RED: dragon,RED: herald,RED: first_tower_bot,RED: second_tower_bot,BLUE: first_tower_top,RED: dragon,RED: first_tower_top,RED: herald,RED: dragon,RED: first_tower_mid,RED: dragon,BLUE: first_tower_mid,RED: second_tower_mid,RED: baron,RED: second_tower_top,RED: third_tower_top,RED: inhibitor_top,RED: third_tower_mid,RED: inhibitor_mid,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,,,,,,,,,,,,,1,0.0,2.0,3,0.33,2.8,1,0.0,6.3,4,0.5,4.8,1,0.0,3.0,1,1.0,8.0,5,0.8,7.0,7,0.43,3.1,3,0.67,4.0,23,0.39,2.4,1
37020,ESPORTSTMNT06_2190150,RED: first_blood,RED: dragon,RED: herald,BLUE: dragon,RED: first_tower_top,RED: first_tower_mid,BLUE: first_tower_bot,RED: herald,RED: dragon,RED: first_tower_bot,BLUE: first_tower_top,RED: dragon,BLUE: dragon,BLUE: first_tower_mid,RED: dragon,RED: baron,RED: second_tower_top,RED: second_tower_mid,RED: third_tower_mid,RED: inhibitor_mid,RED: nexus_tower,RED: second_tower_bot,RED: nexus_tower,RED: nexus,,,,,,,,,,,,,,,,,,,,,,2,1.0,17.0,0,0.0,0.0,6,0.67,6.7,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,4,1.0,21.3,0,0.0,0.0,1,0.0,2.0,0,0.0,0.0,1
37021,ESPORTSTMNT06_2190164,BLUE: first_blood,BLUE: dragon,RED: herald,BLUE: dragon,RED: first_tower_top,BLUE: first_tower_bot,RED: first_tower_mid,BLUE: first_tower_top,BLUE: dragon,RED: herald,RED: first_tower_bot,BLUE: dragon,RED: baron,BLUE: first_tower_mid,RED: second_tower_mid,BLUE: elder_dragon,BLUE: second_tower_mid,BLUE: third_tower_mid,BLUE: inhibitor_mid,BLUE: second_tower_top,BLUE: baron,BLUE: second_tower_bot,BLUE: third_tower_bot,BLUE: nexus_tower,BLUE: inhibitor_bot,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,1,0.0,1.8,1,0.0,2.7,3,1.0,36.0,2,0.5,4.3,1,0.0,0.5,0,0.0,0.0,4,0.25,1.6,0,0.0,0.0,3,0.0,1.2,10,0.5,1.9,0
37022,ESPORTSTMNT06_2190176,BLUE: dragon,BLUE: first_blood,RED: herald,BLUE: dragon,BLUE: first_tower_bot,BLUE: first_tower_mid,BLUE: herald,BLUE: first_tower_top,RED: first_tower_bot,BLUE: dragon,BLUE: second_tower_mid,BLUE: second_tower_top,RED: dragon,BLUE: baron,BLUE: third_tower_top,BLUE: second_tower_bot,BLUE: third_tower_bot,BLUE: inhibitor_bot,RED: first_tower_top,BLUE: dragon,RED: first_tower_mid,RED: second_tower_mid,RED: baron,BLUE: third_tower_mid,BLUE: inhibitor_mid,RED: elder_dragon,RED: second_tower_bot,RED: baron,RED: third_tower_mid,RED: inhibitor_mid,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,,,1,1.0,5.3,0,0.0,0.0,0,0.0,0.0,4,0.5,3.6,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,0.5,2.3,3,0.33,0.7,1
37023,ESPORTSTMNT06_2190183,RED: herald,BLUE: first_blood,BLUE: dragon,BLUE: herald,BLUE: first_tower_mid,BLUE: second_tower_mid,RED: first_tower_top,RED: dragon,BLUE: first_tower_top,RED: first_tower_bot,RED: dragon,RED: baron,RED: second_tower_bot,BLUE: first_tower_bot,BLUE: dragon,RED: first_tower_mid,BLUE: third_tower_mid,BLUE: inhibitor_mid,RED: baron,BLUE: dragon,RED: second_tower_top,RED: third_tower_bot,RED: inhibitor_bot,RED: nexus_tower,RED: nexus_tower,RED: second_tower_mid,RED: nexus,,,,,,,,,,,,,,,,,,,0,0.0,0.0,8,0.63,4.4,2,0.5,2.7,4,0.75,5.9,31,0.58,4.2,0,0.0,0.0,2,0.5,3.0,2,0.5,2.5,9,0.44,4.2,5,1.0,3.2,1
37024,ESPORTSTMNT06_2190205,BLUE: first_blood,RED: herald,BLUE: dragon,BLUE: dragon,BLUE: first_tower_bot,BLUE: herald,RED: dragon,BLUE: first_tower_mid,RED: first_tower_top,RED: first_tower_bot,RED: baron,BLUE: dragon,RED: first_tower_mid,BLUE: first_tower_top,BLUE: dragon,BLUE: baron,BLUE: second_tower_top,BLUE: third_tower_top,BLUE: inhibitor_top,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,,,,,2,0.5,1.8,5,0.4,2.9,10,0.7,3.9,0,0.0,0.0,1,1.0,12.0,0,0.0,0.0,0,0.0,0.0,3,1.0,33.0,2,0.5,5.0,1,1.0,10.0,0
37025,ESPORTSTMNT06_2190214,BLUE: first_blood,RED: dragon,BLUE: herald,BLUE: first_tower_bot,RED: dragon,BLUE: herald,BLUE: first_tower_top,RED: dragon,BLUE: second_tower_bot,BLUE: first_tower_mid,BLUE: dragon,BLUE: baron,RED: first_tower_top,BLUE: second_tower_mid,BLUE: second_tower_top,RED: dragon,BLUE: third_tower_bot,BLUE: inhibitor_bot,RED: first_tower_mid,BLUE: nexus_tower,RED: baron,RED: elder_dragon,RED: second_tower_mid,RED: third_tower_mid,RED: inhibitor_mid,RED: first_tower_bot,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,,,,,,,4,0.25,1.3,3,0.33,2.3,0,0.0,0.0,1,1.0,12.0,2,0.0,0.6,0,0.0,0.0,4,0.25,2.6,2,0.0,3.7,3,0.33,7.5,0,0.0,0.0,1
37046,ESPORTSTMNT06_2210223,RED: first_blood,RED: dragon,RED: herald,RED: dragon,BLUE: first_tower_top,RED: first_tower_bot,BLUE: first_tower_bot,BLUE: herald,BLUE: dragon,BLUE: first_tower_mid,BLUE: second_tower_mid,BLUE: second_tower_top,BLUE: third_tower_top,BLUE: inhibitor_top,BLUE: nexus_tower,BLUE: dragon,BLUE: second_tower_bot,BLUE: third_tower_bot,BLUE: dragon,BLUE: baron,BLUE: inhibitor_top,BLUE: inhibitor_bot,BLUE: third_tower_mid,BLUE: inhibitor_mid,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,6,0.5,3.0,23,0.61,3.6,2,0.5,2.0,1,1.0,12.0,3,0.0,5.0,0,0.0,0.0,4,0.25,2.5,26,0.42,3.3,4,0.5,3.6,18,0.61,3.1,0
37047,ESPORTSTMNT06_2210244,BLUE: first_blood,BLUE: herald,RED: dragon,BLUE: first_tower_mid,BLUE: dragon,RED: first_tower_top,BLUE: first_tower_bot,BLUE: herald,RED: first_tower_bot,BLUE: first_tower_top,BLUE: dragon,BLUE: second_tower_mid,BLUE: dragon,BLUE: dragon,BLUE: baron,BLUE: third_tower_mid,BLUE: inhibitor_mid,BLUE: second_tower_top,BLUE: second_tower_bot,BLUE: third_tower_bot,BLUE: inhibitor_bot,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,,,5,0.8,5.9,17,0.82,7.7,3,0.67,7.2,23,0.43,5.1,8,0.5,5.0,6,0.67,4.7,9,0.78,3.8,2,0.5,7.0,0,0.0,0.0,1,1.0,12.0,0
37048,ESPORTSTMNT06_2210256,BLUE: first_blood,RED: dragon,RED: herald,BLUE: first_tower_bot,BLUE: dragon,BLUE: first_tower_top,BLUE: herald,BLUE: second_tower_top,BLUE: first_tower_mid,BLUE: dragon,BLUE: second_tower_mid,BLUE: baron,BLUE: second_tower_bot,BLUE: dragon,BLUE: baron,BLUE: third_tower_bot,BLUE: third_tower_top,BLUE: third_tower_mid,BLUE: inhibitor_top,BLUE: inhibitor_mid,BLUE: inhibitor_bot,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,,,25,0.48,3.0,2,0.5,2.5,10,0.6,3.7,14,0.64,4.1,6,0.5,3.7,3,0.33,1.7,0,0.0,0.0,1,0.0,1.5,13,0.62,3.7,5,0.2,1.4,0
37049,ESPORTSTMNT06_2210266,BLUE: first_blood,BLUE: herald,RED: dragon,BLUE: first_tower_top,BLUE: first_tower_bot,BLUE: dragon,BLUE: herald,BLUE: second_tower_top,BLUE: first_tower_mid,BLUE: dragon,RED: first_tower_top,BLUE: second_tower_bot,BLUE: second_tower_mid,BLUE: dragon,BLUE: baron,BLUE: third_tower_mid,BLUE: third_tower_bot,BLUE: third_tower_top,BLUE: inhibitor_mid,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: inhibitor_bot,BLUE: inhibitor_top,BLUE: nexus,,,,,,,,,,,,,,,,,,,,,,1,0.0,3.7,16,0.56,3.5,7,0.43,3.6,3,0.67,11.0,4,0.75,2.2,4,0.75,3.9,16,0.38,3.8,3,0.33,1.7,5,0.4,3.4,7,0.57,4.3,0
37050,ESPORTSTMNT06_2210275,BLUE: herald,BLUE: first_tower_bot,RED: first_blood,RED: first_tower_bot,RED: dragon,BLUE: herald,RED: first_tower_top,BLUE: first_tower_top,RED: dragon,BLUE: first_tower_mid,RED: first_tower_mid,BLUE: dragon,RED: baron,RED: second_tower_top,RED: third_tower_top,RED: second_tower_mid,RED: inhibitor_top,RED: third_tower_mid,RED: nexus_tower,RED: nexus_tower,RED: inhibitor_mid,RED: nexus,,,,,,,,,,,,,,,,,,,,,,,,1,1.0,5.5,3,0.67,7.6,1,1.0,19.0,10,0.3,3.8,8,0.5,3.1,29,0.55,3.4,9,0.44,1.9,9,0.56,3.3,4,0.5,2.3,18,0.72,4.6,1
37051,ESPORTSTMNT06_2210344,BLUE: first_blood,BLUE: dragon,RED: herald,BLUE: dragon,RED: first_tower_bot,RED: first_tower_mid,BLUE: first_tower_bot,BLUE: herald,BLUE: first_tower_top,RED: dragon,BLUE: second_tower_top,BLUE: first_tower_mid,BLUE: dragon,BLUE: second_tower_mid,BLUE: baron,RED: first_tower_top,BLUE: third_tower_mid,BLUE: second_tower_bot,BLUE: third_tower_bot,BLUE: inhibitor_bot,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: dragon,RED: baron,BLUE: nexus,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,11,0.36,3.1,15,0.67,4.2,7,0.57,4.0,0,0.0,0.0,1,1.0,3.3,13,0.62,4.8,11,0.27,3.4,16,0.56,3.4,0
37052,ESPORTSTMNT06_2210363,RED: first_blood,RED: dragon,BLUE: herald,RED: dragon,RED: first_tower_bot,BLUE: herald,BLUE: first_tower_top,RED: dragon,RED: first_tower_mid,BLUE: first_tower_mid,RED: dragon,RED: baron,RED: first_tower_top,RED: second_tower_mid,RED: third_tower_mid,RED: inhibitor_mid,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,2,0.0,2.0,0,0.0,0.0,17,0.35,3.4,17,0.65,2.9,13,0.77,2.7,3,0.67,3.7,4,0.0,2.3,15,0.27,2.2,4,0.25,5.3,1
37053,ESPORTSTMNT06_2210373,BLUE: dragon,BLUE: first_blood,BLUE: herald,BLUE: dragon,BLUE: first_tower_bot,BLUE: herald,BLUE: dragon,BLUE: first_tower_mid,RED: dragon,BLUE: first_tower_top,RED: dragon,RED: first_tower_mid,RED: baron,RED: second_tower_mid,RED: third_tower_mid,RED: inhibitor_mid,BLUE: second_tower_bot,RED: dragon,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,,,,,,,,,,,,,,,6,0.67,2.1,6,0.33,3.2,11,0.18,1.5,1,0.0,2.5,12,0.42,2.6,21,0.67,4.6,9,0.44,3.5,10,0.4,4.8,6,0.5,10.3,2,1.0,9.3,1
37054,ESPORTSTMNT06_2210375,RED: first_blood,BLUE: herald,BLUE: dragon,RED: first_tower_top,BLUE: first_tower_mid,BLUE: dragon,BLUE: first_tower_bot,RED: first_tower_bot,BLUE: herald,BLUE: second_tower_mid,BLUE: dragon,RED: dragon,BLUE: first_tower_top,BLUE: dragon,BLUE: baron,BLUE: third_tower_mid,BLUE: inhibitor_mid,BLUE: second_tower_bot,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,,,,,,6,0.83,5.8,3,0.67,4.0,4,0.75,9.2,39,0.62,5.0,4,1.0,6.8,30,0.57,3.6,3,0.67,3.9,10,0.6,3.5,0,0.0,0.0,9,0.56,3.2,0
37055,ESPORTSTMNT06_2210385,BLUE: first_blood,BLUE: dragon,RED: herald,RED: first_tower_top,BLUE: dragon,RED: first_tower_bot,RED: dragon,RED: second_tower_bot,RED: first_tower_mid,RED: herald,BLUE: first_tower_bot,RED: second_tower_mid,RED: second_tower_top,RED: dragon,RED: third_tower_top,RED: inhibitor_top,RED: third_tower_mid,RED: inhibitor_mid,RED: baron,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,4,0.25,6.5,8,0.38,4.4,1,0.0,2.0,7,0.57,3.2,22,0.45,2.7,8,0.5,3.6,4,0.75,9.5,36,0.53,2.6,1
37181,ESPORTSTMNT06_2210595,RED: herald,BLUE: first_blood,RED: dragon,RED: first_tower_bot,BLUE: first_tower_bot,RED: dragon,BLUE: first_tower_top,BLUE: herald,RED: first_tower_mid,RED: first_tower_top,BLUE: first_tower_mid,RED: second_tower_bot,RED: dragon,RED: third_tower_bot,RED: second_tower_mid,RED: third_tower_mid,RED: baron,RED: dragon,RED: inhibitor_bot,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,23,0.39,2.4,0,0.0,0.0,23,0.65,5.1,2,1.0,7.0,15,0.47,3.1,16,0.69,3.3,12,0.5,6.7,51,0.43,7.6,0,0.0,0.0,1
37182,ESPORTSTMNT06_2210597,RED: first_blood,BLUE: dragon,BLUE: herald,RED: dragon,BLUE: first_tower_top,BLUE: herald,RED: dragon,BLUE: first_tower_bot,BLUE: first_tower_mid,RED: first_tower_bot,BLUE: second_tower_bot,BLUE: dragon,BLUE: baron,BLUE: second_tower_top,BLUE: second_tower_mid,RED: first_tower_top,BLUE: dragon,BLUE: third_tower_mid,BLUE: third_tower_bot,BLUE: inhibitor_mid,BLUE: inhibitor_bot,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,,,32,0.56,3.3,7,0.29,2.1,22,0.5,2.8,0,0.0,0.0,31,0.58,2.8,2,0.5,3.2,10,0.7,4.1,16,0.5,6.1,4,0.75,4.9,13,0.62,3.5,0
37183,ESPORTSTMNT06_2210576,RED: first_blood,BLUE: dragon,BLUE: herald,BLUE: first_tower_top,RED: dragon,BLUE: first_tower_bot,RED: first_tower_bot,RED: first_tower_mid,BLUE: herald,BLUE: first_tower_mid,RED: dragon,RED: dragon,RED: baron,RED: first_tower_top,RED: second_tower_mid,BLUE: second_tower_mid,BLUE: dragon,BLUE: second_tower_top,RED: baron,BLUE: dragon,RED: third_tower_mid,RED: second_tower_top,RED: inhibitor_mid,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,,,,,,,,,,7,0.86,3.3,24,0.67,4.5,12,0.75,4.9,7,0.43,3.7,30,0.6,2.7,3,0.33,3.8,0,0.0,0.0,6,0.33,3.4,11,0.64,4.2,18,0.33,2.0,1
